"Code 4-digit","Section Code","Part 2-digit","Part 4-digit","Product Name","Nom du produit"
"2309","Type 4","23","09","Preparations of a kind used in animal feeding","Préparations des types utilisés pour l'alimentation des animaux"
"2401","Type 4","24","01","Tobacco, unmanufactured; tobacco refuse","Tabac non manufacturé ; déchets de tabac"
"2402","Type 4","24","02","Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes","Cigares, cigarillos, cigarillos et cigarettes  ; de tabac ou de succédanés de tabac"
"2403","Type 4","24","03","Manufactured tobacco and manufactured tobacco substitutes; n.e.s., ""homogenised"" or ""reconstituted"" tobacco; tobacco extracts, essences","Tabacs fabriqués et succédanés de tabac fabriqués ; n.c.a., tabac homogénéisé ou reconstitué ; extraits de tabac, essences"
"2501","Type 5","25","01","Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water","Sel (y compris sel de table et sel dénaturé) ; chlorure de sodium pur en solution aqueuse ou non ; eau de mer"
"2502","Type 5","25","02","Iron pyrites; unroasted","Pyrites de fer ; non torréfié"
"2503","Type 5","25","03","Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur","Soufre de toutes sortes ; autre que le soufre sublimé, précipité et colloïdal"
"2504","Type 5","25","04","Graphite; natural","Graphite ; Naturel"
"2505","Type 5","25","05","Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26","Sables de toutes sortes ; naturels, même colorés, autres que les sables métallifères du chapitre 26"
"2506","Type 5","25","06","Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","Quartz ; (à l'exception des sables naturels), quartzite, même dégrossie ou simplement débitée, par sciage ou autrement, en blocs ou en plaques de forme rectangulaire (y compris carrée)"
"2507","Type 5","25","07","Kaolin and other kaolinic clays; whether or not calcined","Kaolin et autres argiles kaoliniques ; même calciné"
"2508","Type 5","25","08","Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth","Argiles ; (à l'exclusion des argiles expansées du n°6806), la kyanite andalousite et la sillimanite, même calcinées ; mullite ; terre de chamotte ou de dinas"
"2509","Type 5","25","09","Chalk","Craie"
"2510","Type 5","25","10","Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk","Phosphates de calcium naturels ; Phosphates alumino-calciques naturels et craie phosphatée"
"2511","Type 5","25","11","Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816","Sulfate de baryum naturel (barytine) ; carbonate de baryum naturel (withérite) même calciné, à l'exclusion de l'oxyde de baryum du no. 2816"
"2512","Type 5","25","12","Siliceous fossil meals (eg kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less","Farines siliceuses fossiles (par exemple kieselguhr, tripolite et diatomite) et terres siliceuses similaires ; même calciné, d'une densité apparente inférieure ou égale à 1"
"2513","Type 5","25","13","Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated","Pierre ponce ; émeri ; corindon naturel, grenat naturel et autres abrasifs naturels, même traités thermiquement"
"2514","Type 5","25","14","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","Ardoise, même dégrossie ou simplement débitée, par sciage ou autrement, en blocs ou en plaques de forme rectangulaire (y compris carrée)"
"2515","Type 5","25","15","Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape","Marbre, travertin, écaussine et autres pierres calcaires ; d'une densité apparente inférieure à 2,5, albâtre, qu'il soit découpé par sciage, etc., en blocs, dalles de forme rectangulaire (carrée)"
"2516","Type 5","25","16","Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape","Granit, porphyre, basalte, grès, autres pierres de taille et de construction, même dégrossis, débités, par sciage, etc., en blocs ou en plaques de forme rectangulaire (y compris carrée)"
"2517","Type 5","25","17","Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516","Cailloux, graviers, pierre concassée pour agrégats de béton pour ballast routier ou ferroviaire, galets ou silex ; macadam de laitier, scories etc granulés goudronnés, gravillons, poudre de pierres du no. 2515 et 2516"
"2518","Type 5","25","18","Dolomite, whether or not calcined; dolomite roughly trimmed, cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; agglomerated dolomite (including tarred dolomite)","Dolomite, même calcinée ; dolomite dégrossie, sciée ou autrement en blocs ou en plaques de forme rectangulaire (y compris carrée) ; dolomite agglomérée (y compris la dolomie goudronnée)"
"2519","Type 5","25","19","Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not","Carbonate de magnésium naturel (magnésite) ; magnésie fondue ; magnésie calcinée à mort (frittée), même contenant de petites quantités d'autres oxydes ajoutés avant le frittage ; oxyde de magnésium, pur ou non"
"2520","Type 5","25","20","Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders","Gypse ; anhydrite ; enduits (constitués de gypse calciné ou de sulfate de calcium), colorés ou non, avec ou sans petites quantités d'accélérateurs ou de retardateurs"
"2521","Type 5","25","21","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","Flux de calcaire  ; calcaire et autres pierres calcaires, des types utilisés pour la fabrication de la chaux ou du ciment"
"2522","Type 5","25","22","Quicklime, slaked lime and hydraulic lime; other than calcium oxide and hydroxide of heading no. 2825","Chaux vive, chaux éteinte et chaux hydraulique ; autres que l'oxyde et l'hydroxyde de calcium du no. 2825"
"2523","Type 5","25","23","Portland cement, aluminous cement (""ciment fondu""), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers","Ciment Portland, ciment alumineux (ciment fondu), ciment de laitier, ciment sursulfate et ciments hydrauliques similaires, même colorés ou sous forme de clinkers"
"2524","Type 5","25","24","Asbestos","Amiante"
"2525","Type 5","25","25","Mica, including splittings; mica waste","Mica, y compris éclats ; déchets de mica"
"2526","Type 5","25","26","Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","Stéatite naturelle ; même dégrossis ou simplement découpés, par sciage ou autrement, en blocs ou en plaques de forme rectangulaire (y compris carrée) ; talc"
"2527","Type 5","25","27","Natural cryolite; natural chiolite","Cryolithe naturelle ; chiolite naturelle"
"2528","Type 5","25","28","Natural borates and concentrates thereof (whether calcined), but not including borates separated from natural brine; natural boric acid containing not less than 85% of H3Bo3, calculated on the dry weight","Borates naturels et leurs concentrés (même calcinés), à l'exclusion des borates séparés de la saumure naturelle  ; acide borique naturel contenant au moins 85 % de H3Bo3, calculé sur le poids sec"
"2529","Type 5","25","29","Felspar; leucite; nepheline and nepheline syenite; fluorspar","Felspath ; leucite ; néphéline et syénite néphéline ; spath fluor"
"2530","Type 5","25","30","Mineral substances not elsewhere specified or included","Substances minérales non dénommées ni comprises ailleurs"
"2601","Type 5","26","01","Iron ores and concentrates; including roasted iron pyrites","Minerais de fer et concentrés  ; dont pyrites de fer torréfiées"
"2602","Type 5","26","02","Manganese ores and concentrates, including manganiferous iron ores and concentrates with a manganese content of 20% or more, calculated on the dry weight","Minerais et concentrés de manganèse, y compris les minerais et concentrés de fer manganifère d'une teneur en manganèse de 20 % ou plus, calculés sur le poids sec"
"2603","Type 5","26","03","Copper ores and concentrates","Minerais et concentrés de cuivre"
"2604","Type 5","26","04","Nickel ores and concentrates","Minerais et concentrés de nickel"
"2605","Type 5","26","05","Cobalt ores and concentrates","Minerais et concentrés de cobalt"
"2606","Type 5","26","06","Aluminium ores and concentrates","Minerais et concentrés d'aluminium"
"2607","Type 5","26","07","Lead ores and concentrates","Minerais et concentrés de plomb"
"2608","Type 5","26","08","Zinc ores and concentrates","Minerais et concentrés de zinc"
"2609","Type 5","26","09","Tin ores and concentrates","Minerais et concentrés d'étain"
"2610","Type 5","26","10","Chromium ores and concentrates","Minerais et concentrés de chrome"
"2611","Type 5","26","11","Tungsten ores and concentrates","Minerais et concentrés de tungstène"
"2612","Type 5","26","12","Uranium or thorium ores and concentrates","Minerais et concentrés d'uranium ou de thorium"
"2613","Type 5","26","13","Molybdenum ores and concentrates","Minerais et concentrés de molybdène"
"2614","Type 5","26","14","Titanium ores and concentrates","Minerais et concentrés de titane"
"2615","Type 5","26","15","Niobium, tantalum, vanadium or zirconium ores and concentrates","Minerais et concentrés de niobium, tantale, vanadium ou zirconium"
"2616","Type 5","26","16","Precious metal ores and concentrates","Minerais et concentrés de métaux précieux"
"2617","Type 5","26","17","Ores and concentrates; n.e.s. in heading no. 2601","Minerais et concentrés ; n.c.a. dans la rubrique no. 2601"
"2618","Type 5","26","18","Granulated slag (slag sand) from the manufacture of iron or steel","Laitier granulé (sable de laitier) provenant de la fabrication du fer ou de l'acier"
"2619","Type 5","26","19","Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel","Scories, scories ; (autres que les scories granulées), écaillures et autres déchets provenant de la fabrication du fer ou de l'acier"
"2620","Type 5","26","20","Ash and residues (not from the manufacture of iron or steel) containing metals or metallic compounds","Cendres et résidus (ne provenant pas de la fabrication du fer ou de l'acier) contenant des métaux ou des composés métalliques"
"2621","Type 5","26","21","Slag and ash, including seaweed ash (kelp), n.e.s. in chapter 26","Scories et cendres, y compris cendres d'algues (varech), n.d.a. au chapitre 26"
"2701","Type 5","27","01","Coal; briquettes, ovoids and similar solid fuels manufactured from coal","Charbon ; briquettes, ovoïdes et combustibles solides similaires fabriqués à partir de charbon"
"2702","Type 5","27","02","Lignite; whether or not agglomerated, excluding jet","Lignite ; agglomérés ou non, à l'exclusion du jet"
"2703","Type 5","27","03","Peat; (including peat litter), whether or not agglomerated","Tourbe ; (y compris la litière de tourbe), même agglomérée"
"2704","Type 5","27","04","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","Coca et semi-coca  ; de charbon, de lignite ou de tourbe, même agglomérés ; cornue carbone"
"2705","Type 5","27","05","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","Gaz de houille, gaz à l'eau, gaz de gazogène et gaz similaires, autres que les gaz de pétrole et autres hydrocarbures gazeux"
"2706","Type 5","27","06","Tar distilled from coal, from lignite, peat and other mineral tars, whether or not dehydrated or partially distilled; including reconstituted tars","Goudron de houille, de lignite, de tourbe et d'autres goudrons minéraux, même déshydraté ou partiellement distillé ; dont goudrons reconstitués"
"2707","Type 5","27","07","Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents","Huiles et autres produits de la distillation du goudron de houille à haute température  ; produits similaires dans lesquels le poids des constituants aromatiques dépasse celui des constituants non aromatiques"
"2708","Type 5","27","08","Pitch and pitch coke; obtained from coal tar or from other mineral tars","Brai et coke de brai ; obtenu à partir de goudron de houille ou d'autres goudrons minéraux"
"2709","Type 5","27","09","Petroleum oils and oils obtained from bituminous minerals; crude","Huiles de pétrole et huiles obtenues à partir de minéraux bitumineux ; brut"
"2710","Type 5","27","10","Petroleum oils, oils from bituminous minerals, not crude; preparations n.e.s. containing less than 70% petroleum oils, oils from bituminous minerals; these being the basic constituents of the preparations","Huiles de pétrole, huiles de minéraux bitumineux non brutes ; préparations n.c.a. contenant moins de 70 % d'huiles de pétrole, huiles de minéraux bitumineux ; ceux-ci étant les constituants de base des préparations"
"2711","Type 5","27","11","Petroleum gases and other gaseous hydrocarbons","Gaz de pétrole et autres hydrocarbures gazeux"
"2712","Type 5","27","12","Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not","Vaseline ; cire de paraffine, cire de pétrole microcristalline, gatsch, ozokérite, cire de lignite, cire de tourbe, autres cires minérales, produits similaires obtenus par synthèse, autres procédés ; coloré ou non"
"2713","Type 5","27","13","Petroleum coke, petroleum bitumen; other residues of petroleum oils or oils obtained from bituminous minerals","Coke de pétrole, bitume de pétrole ; autres résidus d'huiles de pétrole ou d'huiles obtenues à partir de minéraux bitumineux"
"2714","Type 5","27","14","Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks","Bitume et asphalte naturels ; les schistes bitumineux ou bitumineux et les sables bitumineux  ; asphaltites et roches asphaltiques"
"2715","Type 5","27","15","Bituminous mixtures based on natural asphalt; on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (eg bituminous mastics, cut-backs)","Enrobés bitumineux à base d'asphalte naturel ; sur bitume naturel, sur bitume de pétrole, sur goudron minéral ou sur brai de goudron minéral (ex. mastics bitumineux, cut-backs)"
"2716","Type 5","27","16","Electrical energy","Énergie électrique"
"2801","Type 6","28","01","Fluorine, chlorine, bromine and iodine","Fluor, chlore, brome et iode"
"2802","Type 6","28","02","Sulphur; sublimed or precipitated, colloidal sulphur","Soufre ; sublimé ou précipité, soufre colloïdal"
"2803","Type 6","28","03","Carbon; carbon blacks and other forms of carbon n.e.s.","Carbone ; noirs de carbone et autres formes de carbone n.d.a."
"2804","Type 6","28","04","Hydrogen, rare gases and other non-metals","Hydrogène, gaz rares et autres non-métaux"
"2805","Type 6","28","05","Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury","Métaux alcalins ou alcalino-terreux ; métaux des terres rares, scandium et yttrium, même mélangés ou alliés entre eux ; Mercure"
"2806","Type 6","28","06","Hydrogen chloride (hydrochloric acid); chlorosulphuric acid","Chlorure d'hydrogène (acide chlorhydrique) ; acide chlorosulfurique"
"2807","Type 6","28","07","Sulphuric acid; oleum","Acide sulfurique ; oléum"
"2808","Type 6","28","08","Nitric acid; sulphonitric acids","Acide nitrique ; acides sulfonitriques"
"2809","Type 6","28","09","Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids","Pentoxyde de diphosphore ; acide phosphorique et acides polyphosphoriques"
"2810","Type 6","28","10","Oxides of boron; boric acids","Oxydes de bore ; acides boriques"
"2811","Type 6","28","11","Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.s. in heading no. 2806 to 2810","Acides inorganiques et autres composés oxygénés inorganiques de non-métaux ; n.c.a. dans la rubrique no. 2806 à 2810"
"2812","Type 6","28","12","Halides and halide oxides of non-metals","Halogénures et oxydes d'halogénures de non-métaux"
"2813","Type 6","28","13","Sulphides of non-metals; commercial phosphorus trisulphide","Sulfures de non-métaux ; trisulfure de phosphore commercial"
"2814","Type 6","28","14","Ammonia; anhydrous or in aqueous solution","Ammoniac ; anhydre ou en solution aqueuse"
"2815","Type 6","28","15","Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium","Hydroxyde de sodium (soude caustique) ; hydroxyde de potassium (potasse caustique) peroxydes de sodium ou de potassium"
"2816","Type 6","28","16","Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium","Hydroxyde et peroxyde de magnésium ; oxydes, hydroxydes et peroxydes de strontium ou de baryum"
"2817","Type 6","28","17","Zinc; oxide and peroxide","Zinc ; oxyde et peroxyde"
"2818","Type 6","28","18","Aluminium oxide (including artificial corundum); aluminium hydroxide","Oxyde d'aluminium (y compris corindon artificiel) ; hydroxyde d'aluminium"
"2819","Type 6","28","19","Chromium oxides and hydroxides","Oxydes et hydroxydes de chrome"
"2820","Type 6","28","20","Manganese oxides","Oxydes de manganèse"
"2821","Type 6","28","21","Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2o3","Oxydes et hydroxydes de fer ; couleurs de terre contenant 70 % ou plus en poids de fer combiné évalué en Fe2o3"
"2822","Type 6","28","22","Cobalt oxides and hydroxides; commercial cobalt oxides","Oxydes et hydroxydes de cobalt ; oxydes de cobalt commerciaux"
"2823","Type 6","28","23","Titanium oxides","Oxydes de titane"
"2824","Type 6","28","24","Lead oxides; red lead and orange lead","Oxydes de plomb ; fil rouge et fil orange"
"2825","Type 6","28","25","Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides","Hydrazine et hydroxylamine et leurs sels inorganiques ; autres bases inorganiques ; autres oxydes, hydroxydes et peroxydes métalliques"
"2826","Type 6","28","26","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts","Fluorures ; fluorosilicates, fluoroaluminates et autres sels complexes de fluor"
"2827","Type 6","28","27","Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides","Chlorures ; les oxydes de chlorure et les hydroxydes de chlorure ; bromures et oxydes de bromure ; iodures et oxydes d'iodure"
"2828","Type 6","28","28","Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites","Hypochlorites ; l'hypochlorite de calcium commercial  ; chlorites ; hypobromites"
"2829","Type 6","28","29","Chlorates and perchlorates; bromates and perbromates; iodates and periodates","Chlorates et perchlorates ; bromates et perbromates ; iodates et periodates"
"2830","Type 6","28","30","Sulphides; polysulphides","Sulfures ; polysulfures"
"2831","Type 6","28","31","Dithionites and sulphoxylates","Dithionites et sulfoxylates"
"2832","Type 6","28","32","Sulphites; thiosulphates","Sulfites ; thiosulfates"
"2833","Type 6","28","33","Sulphates; alums; peroxosulphates (persulphates)","Sulfates ; aluns ; peroxosulfates (persulfates)"
"2834","Type 6","28","34","Nitrites; nitrates","Nitrites  ; nitrates"
"2835","Type 6","28","35","Phosphinates (hypophosphites), phosphonates (phosphites), phosphates and polyphosphates","Phosphinates (hypophosphites), phosphonates (phosphites), phosphates et polyphosphates"
"2836","Type 6","28","36","Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate","Carbonates ; peroxocarbonates (percarbonates) ; carbonate d'ammonium commercial contenant du carbamate d'ammonium"
"2837","Type 6","28","37","Cyanides, cyanide oxides and complex cyanides","Cyanures, oxydes de cyanure et cyanures complexes"
"2838","Type 6","28","38","Fulminates, cyanates and thiocyanates","Fulminates, cyanates et thiocyanates"
"2839","Type 6","28","39","Silicates; commercial alkali metal silicates","Silicates ; silicates de métaux alcalins commerciaux"
"2840","Type 6","28","40","Borates; peroxoborates (perborates)","Borates ; peroxoborates (perborates)"
"2841","Type 6","28","41","Salts of oxometallic or peroxometallic acids","Sels d'acides oxométalliques ou peroxométalliques"
"2842","Type 6","28","42","Salts of inorganic acids or peroxoacids, excluding azides, n.e.s.","Sels d'acides inorganiques ou de peroxoacides, à l'exclusion des azides, n.d.a."
"2843","Type 6","28","43","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals","Métaux précieux colloïdaux ; composés inorganiques ou organiques de métaux précieux, de constitution chimique définie ou non ; amalgames de métaux précieux"
"2844","Type 6","28","44","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes); and their compounds; mixtures and residues containing these products","Éléments chimiques radioactifs et isotopes radioactifs (y compris les éléments chimiques et isotopes fissiles ou fertiles) ; et leurs composés ; mélanges et résidus contenant ces produits"
"2845","Type 6","28","45","Isotopes other than those of heading no. 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined","Les isotopes autres que ceux du no. 2844  ; composés, inorganiques ou organiques, de ces isotopes, de constitution chimique définie ou non"
"2846","Type 6","28","46","Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals","Composés, inorganiques ou organiques, de métaux des terres rares ; d'yttrium ou de scandium ou de mélanges de ces métaux"
"2847","Type 6","28","47","Hydrogen peroxide; whether or not solidified with urea","Peroxyde d'hydrogène ; même solidifié avec de l'urée"
"2848","Type 6","28","48","Phosphides; whether or not chemically defined, excluding ferrophosphorus","Phosphures ; de constitution chimique définie ou non, à l'exclusion des ferrophosphores"
"2849","Type 6","28","49","Carbides, whether or not chemically defined","Carbures, de constitution chimique définie ou non"
"2850","Type 6","28","50","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849","Hydrures, nitrures, azotures, siliciures et borures, de constitution chimique définie ou non, autres que les composés qui sont également des carbures du no. 2849"
"2851","Type 6","28","51","Inorganic compounds n.e.s. (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than precious metal amalgams","Composés inorganiques n.d.a. (y compris l'eau distillée ou de conductivité et l'eau de pureté similaire) ; air liquide (que les gaz rares aient été éliminés ou non) ; air comprimé ; amalgames, autres que les amalgames de métaux précieux"
"2901","Type 6","29","01","Acyclic hydrocarbons","Hydrocarbures acycliques"
"2902","Type 6","29","02","Cyclic hydrocarbons","Hydrocarbures cycliques"
"2903","Type 6","29","03","Halogenated derivatives of hydrocarbons","Dérivés halogénés d'hydrocarbures"
"2904","Type 6","29","04","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons; whether or not halogenated","Dérivés sulfonés, nitrés ou nitrosés des hydrocarbures ; même halogéné"
"2905","Type 6","29","05","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Alcools acycliques et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2906","Type 6","29","06","Alcohols; cyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Alcools ; cycliques, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2907","Type 6","29","07","Phenols; phenol-alcohols","Phénols  ; phénols-alcools"
"2908","Type 6","29","08","Phenols or phenol-alcohols; halogenated, sulphonated, nitrated or nitrosated derivatives thereof","Phénols ou phénols-alcools ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2909","Type 6","29","09","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative","Éthers, éthers-alcools, éthers-phénols, éthers-alcools-phénols, peroxydes d'alcools, peroxydes d'éthers, peroxydes de cétones (chimiquement définis ou non) ; dérivé halogéné, sulfoné, nitré, nitrosé"
"2910","Type 6","29","10","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives","Époxydes, époxyalcools, époxyphénols et époxyéthers ; à cycle à trois chaînons et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2911","Type 6","29","11","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives","Acétals et hémiacétals  ; même avec d'autres fonctions oxygénées, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2912","Type 6","29","12","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde","Aldéhydes, contenant ou non d'autres fonctions oxygénées ; les polymères cycliques d'aldéhydes ; paraformaldéhyde"
"2913","Type 6","29","13","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Aldéhydes ; dérivés halogénés, sulfonés, nitrés ou nitrosés des produits du no. 2912"
"2914","Type 6","29","14","Ketones and quinones; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives","Cétones et quinones ; même avec d'autres fonctions oxygénées, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2915","Type 6","29","15","Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides  ; les acides monocarboxyliques acycliques saturés et leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2916","Type 6","29","16","Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic , their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides  ; les monocarboxyliques acycliques insaturés, les monocarboxyliques cycliques, leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2917","Type 6","29","17","Acids; polycarboxylic acids, their anhydrides, halides, peroxides and peroxy-acids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides  ; les acides polycarboxyliques, leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2918","Type 6","29","18","Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides  ; les acides carboxyliques à fonction oxygénée additionnelle et leurs anhydrides, halogénures, peroxydes, peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2919","Type 6","29","19","Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives","Esters ; phosphoriques, et leurs sels, y compris les lactophosphates, leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2920","Type 6","29","20","Esters of other inorganic acids (not esters of hydrogen halides) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives","Esters d'autres acides inorganiques (à l'exception des esters d'halogénures d'hydrogène) et leurs sels, leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2921","Type 6","29","21","Amine-function compounds","Composés à fonction amine"
"2922","Type 6","29","22","Oxygen-function amino-compounds","Composés aminés à fonction oxygène"
"2923","Type 6","29","23","Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids","Sels et hydroxydes d'ammonium quaternaire ; lécithines et autres phosphoaminolipides"
"2924","Type 6","29","24","Carboxyamide-function compounds; amide-function compounds of carbonic acid","Composés à fonction carboxyamide ; composés à fonction amide de l'acide carbonique"
"2925","Type 6","29","25","Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds","Composés à fonction carboxyimide (y compris la saccharine et ses sels) et composés à fonction imine"
"2926","Type 6","29","26","Nitrile-function compounds","Composés à fonction nitrile"
"2927","Type 6","29","27","Diazo-, azo- or azoxy-compounds","Composés diazoïques, azoïques ou azoxy"
"2928","Type 6","29","28","Organic derivatives of hydrazine or of hydroxylamine","Dérivés organiques de l'hydrazine ou de l'hydroxylamine"
"2929","Type 6","29","29","Nitrogen-function compounds, n.e.s. in chapter 29","Composés à fonction azotée, n.d.a. au chapitre 29"
"2930","Type 6","29","30","Organo-sulphur compounds","Composés organo-soufrés"
"2931","Type 6","29","31","Organo-inorganic compounds; n.e.s. in heading no. 2930","Composés organo-inorganiques  ; n.c.a. dans la rubrique no. 2930"
"2932","Type 6","29","32","Heterocyclic compounds with oxygen hetero-atom(s) only","Composés hétérocycliques à hétéroatome(s) d'oxygène uniquement"
"2933","Type 6","29","33","Heterocyclic compounds with nitrogen hetero-atom(s) only; nucleic acids and their salts","Composés hétérocycliques à hétéroatome(s) d'azote uniquement  ; acides nucléiques et leurs sels"
"2934","Type 6","29","34","Heterocyclic compounds; n.e.s. in chapter 29","Composés hétérocycliques  ; n.c.a. au chapitre 29"
"2935","Type 6","29","35","Sulphonamides","Sulfamides"
"2936","Type 6","29","36","Provitamins, vitamins; natural or reproduced by synthesis (including natural concentrates) derivatives thereof used as vitamins, and intermixtures of the fore-going, whether or not in any solvent","Provitamines, vitamines ; dérivés naturels ou reproduits par synthèse (y compris les concentrés naturels) de ceux-ci utilisés comme vitamines, et mélanges de ceux-ci, dans un solvant ou non"
"2937","Type 6","29","37","Hormones, natural or reproduced by synthesis; derivatives thereof, used primarily as hormones; other steroids used primarily as hormones","Hormones, naturelles ou reproduites par synthèse ; leurs dérivés, utilisés principalement comme hormones ; autres stéroïdes utilisés principalement comme hormones"
