"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"010690","Type 1","01","06","90","Animals; live, n.e.c. in chapter 01, other than mammals, reptiles and birds","Autres"
"020110","Type 1","02","01","10","Meat; of bovine animals, carcasses and half-carcasses, fresh or chilled","En carcasses ou demi-carcasses"
"020120","Type 1","02","01","20","Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled","Autres morceaux non désossés"
"020130","Type 1","02","01","30","Meat; of bovine animals, boneless cuts, fresh or chilled","Désossées"
"020210","Type 1","02","02","10","Meat; of bovine animals, carcasses and half-carcasses, frozen","En carcasses ou demi-carcasses"
"020220","Type 1","02","02","20","Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen","Autres morceaux non désossés"
"020230","Type 1","02","02","30","Meat; of bovine animals, boneless cuts, frozen","Désossées"
"020311","Type 1","02","03","11","Meat; of swine, carcasses and half-carcasses, fresh or chilled","Fraîches ou réfrigérées : En carcasses ou demi-carcasses"
"020312","Type 1","02","03","12","Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled","Fraîches ou réfrigérées : Jambons, épaules et leurs morceaux, non désossés"
"020319","Type 1","02","03","19","Meat; of swine, n.e.s. in item no. 0203.1, fresh or chilled","Fraîches ou réfrigérées : Autres"
"020321","Type 1","02","03","21","Meat; of swine, carcasses and half-carcasses, frozen","Congelées : En carcasses ou demi-carcasses"
"020322","Type 1","02","03","22","Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen","Congelées : Jambons, épaules et leurs morceaux, non désossés"
"020329","Type 1","02","03","29","Meat; of swine, n.e.s. in item no. 0203.2, frozen","Congelées : Autres"
"020410","Type 1","02","04","10","Meat; of sheep, lamb carcasses and half-carcasses, fresh or chilled","Carcasses et demi-carcasses d'agneau, fraîches ou réfrigérées"
"020421","Type 1","02","04","21","Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled","Autres viandes des animaux de l'espèce ovine, fraîches ou réfrigérées : En carcasses ou demi-carcasses"
"020422","Type 1","02","04","22","Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled","Autres viandes des animaux de l'espèce ovine, fraîches ou réfrigérées : En autres morceaux non désossés"
"020423","Type 1","02","04","23","Meat; of sheep (including lamb), boneless cuts, fresh or chilled","Autres viandes des animaux de l'espèce ovine, fraîches ou réfrigérées : Désossées"
"020430","Type 1","02","04","30","Meat; of sheep, lamb carcasses and half-carcasses, frozen","Carcasses et demi-carcasses d'agneau, congelées"
"020441","Type 1","02","04","41","Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen","Autres viandes des animaux de l'espèce ovine, congelées : En carcasses ou demi-carcasses"
"020442","Type 1","02","04","42","Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen","Autres viandes des animaux de l'espèce ovine, congelées : En autres morceaux non désossés"
"020443","Type 1","02","04","43","Meat; of sheep (including lamb), boneless cuts, frozen","Autres viandes des animaux de l'espèce ovine, congelées : Désossées"
"020450","Type 1","02","04","50","Meat; of goats, fresh, chilled or frozen","Viandes des animaux de l'espèce caprine"
"020500","Type 1","02","05","00","Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen","Viandes des animaux des espèces chevaline, asine ou mulassière, fraîches, réfrigérées ou congelées"
"020610","Type 1","02","06","10","Offal, edible; of bovine animals, fresh or chilled","De l'espèce bovine, frais ou réfrigéré"
"020621","Type 1","02","06","21","Offal, edible; of bovine animals, tongues, frozen","De l'espèce bovine, congelés : Langues"
"020622","Type 1","02","06","22","Offal, edible; of bovine animals, livers, frozen","De l'espèce bovine, congelés : Foies"
"020629","Type 1","02","06","29","Offal, edible; of bovine animals, (other than tongues and livers), frozen","De l'espèce bovine, congelés : Autres"
"020630","Type 1","02","06","30","Offal, edible; of swine, fresh or chilled","De l'espèce porcine, frais ou réfrigérés"
"020641","Type 1","02","06","41","Offal, edible; of swine, livers, frozen","De l'espèce porcine, congelés : Foies"
"020649","Type 1","02","06","49","Offal, edible; of swine, (other than livers), frozen","De l'espèce porcine, congelés : Autres"
"020680","Type 1","02","06","80","Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled","Autres, frais ou réfrigérés"
"020690","Type 1","02","06","90","Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen","Autres, congelés"
"020711","Type 1","02","07","11","Meat and edible offal; of the poultry of heading no. 0105, of fowls of the species gallus domesticus, (not cut in pieces), fresh or chilled","De coqs et de poules : Non découpés en morceaux, frais ou réfrigérés"
"020712","Type 1","02","07","12","Meat and edible offal; of the poultry of heading no. 0105, of fowls of the species gallus domesticus, (not cut in pieces), frozen","De coqs et de poules : Non découpés en morceaux, congelés"
"020713","Type 1","02","07","13","Meat and edible offal; of the poultry of heading no. 0105, of fowls of the species gallus domesticus, cuts and offal, fresh or chilled","De coqs et de poules : Morceaux et abats, frais ou réfrigérés"
"020714","Type 1","02","07","14","Meat and edible offal; of the poultry of heading no. 0105, of fowls of the species gallus domesticus, cuts and offal, frozen","De coqs et de poules : Morceaux et abats, congelés"
"020724","Type 1","02","07","24","Meat and edible offal; of the poultry of heading no. 0105, of turkeys, (not cut in pieces), fresh or chilled","De dindes et dindons : Non découpés en morceaux, frais ou réfrigérés"
"020725","Type 1","02","07","25","Meat and edible offal; of the poultry of heading no. 0105, of turkeys, (not cut in pieces), frozen","De dindes et dindons : Non découpés en morceaux, congelés"
"020726","Type 1","02","07","26","Meat and edible offal; of the poultry of heading no. 0105, of turkeys, cuts and offal, fresh or chilled","De dindes et dindons : Morceaux et abats, frais ou réfrigérés"
"020727","Type 1","02","07","27","Meat and edible offal; of the poultry of heading no. 0105, of turkeys, cuts and offal, frozen","De dindes et dindons : Morceaux et abats, congelés"
"020732","Type 1","02","07","32","Meat and edible offal; of the poultry of heading no. 0105, of ducks, geese or guinea fowls, (not cut in pieces), fresh or chilled","De canards, d'oies ou de pintades : Non découpés en morceaux, frais ou réfrigérés"
"020733","Type 1","02","07","33","Meat and edible offal; of the poultry of heading no. 0105, of ducks, geese or guinea fowls, (not cut in pieces), frozen","De canards, d'oies ou de pintades : Non découpés en morceaux, congelés"
"020734","Type 1","02","07","34","Meat and edible offal; of the poultry of heading no. 0105, of ducks, geese or guinea fowls, fatty livers, fresh or chilled (foie gras from ducks or geese only)","De canards, d'oies ou de pintades : Foies gras, frais ou réfrigérés"
"020735","Type 1","02","07","35","Meat and edible offal; of the poultry of heading no. 0105, of ducks, geese or guinea fowls, fresh or chilled, poultry cuts or offal (excluding fatty livers)","De canards, d'oies ou de pintades : Autres, frais ou réfrigérés"
"020736","Type 1","02","07","36","Meat and edible offal; of the poultry of heading no. 0105, of ducks, geese or guinea fowls, frozen","De canards, d'oies ou de pintades : Autres, congelés"
"020810","Type 1","02","08","10","Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen","De lapins ou de lièvres"
"020820","Type 1","02","08","20","Meat and edible meat offal; frogs' legs, fresh, chilled or frozen","Cuisses de grenouilles"
"020830","Type 1","02","08","30","Meat and edible meat offal; of primates, fresh, chilled or frozen","De primates"
"020840","Type 1","02","08","40","Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea) and manatees and dugongs (mammals of the order Sirenia), fresh, chilled or frozen","De baleines, dauphins et marsouins (mammifères de l\[CloseCurlyQuote]ordre des cétacés) ; de lamantins et dugongs (mammifères de l\[CloseCurlyQuote]ordre des siréniens)"
"020850","Type 1","02","08","50","Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen","De reptiles (y compris les serpents et les tortues de mer)"
"020890","Type 1","02","08","90","Meat and edible meat offal; n.e.s. in chapter 2, fresh, chilled or frozen","Autres"
"020900","Type 1","02","09","00","Fat; pig fat, free of lean meat, and poultry fat, (not rendered or otherwise extracted), fresh, chilled, frozen, salted, in brine, dried or smoked","Lard sans parties maigres, graisse de porc et graisse de volailles non fondues ni autrement extraites, frais, réfrigérés, congelés, salés ou en saumure, séchés ou fumés"
"021011","Type 1","02","10","11","Meat, preserved; of swine, hams, shoulders and cuts thereof, with bone in, salted, in brine, dried or smoked","Viandes de l'espèce porcine : Jambons, épaules et leurs morceaux, non désossés"
"021012","Type 1","02","10","12","Meat, preserved; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked","Viandes de l'espèce porcine : Poitrines (entrelardées) et leurs morceaux"
"021019","Type 1","02","10","19","Meat, preserved; of swine, salted, in brine, dried or smoked, n.e.s. in item no. 0210.1","Viandes de l'espèce porcine : Autres"
"021020","Type 1","02","10","20","Meat, preserved; of bovine animals, salted, in brine, dried or smoked","Viandes de l'espèce bovine"
"021091","Type 1","02","10","91","Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates","Autres, y compris les farines et poudres, comestibles, de viandes ou d'abats : De primates"
"021092","Type 1","02","10","92","Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea); and of manatees and dugongs (mammals of the order Sirenia)","Autres, y compris les farines et poudres, comestibles, de viandes ou d'abats : De baleines, dauphins et marsouins (mammifères de l\[CloseCurlyQuote]ordre des cétacés) ; de lamantins et dugongs (mammifères de l\[CloseCurlyQuote]ordre des siréniens)"
"021093","Type 1","02","10","93","Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)","Autres, y compris les farines et poudres, comestibles, de viandes ou d'abats : De reptiles (y compris les serpents et les tortues de mer)"
"021099","Type 1","02","10","99","Meat and edible meat offal, preserved; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates,whales, dolphins and porpoises, manatees and dugongs, reptiles (including snakes and turtles)","Autres, y compris les farines et poudres, comestibles, de viandes ou d'abats : Autres"
"030110","Type 1","03","01","10","Fish; live, ornamental","Poissons d'ornement"
"030191","Type 1","03","01","91","Fish; live, trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster)","Autres poissons vivants : Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)"
"030192","Type 1","03","01","92","Fish; live, eels (anguilla spp.)","Autres poissons vivants : Anguilles (Anguilla spp.)"
"030193","Type 1","03","01","93","Fish; live, carp","Autres poissons vivants : Carpes"
"030199","Type 1","03","01","99","Fish; live, n.e.s. in heading no. 0301","Autres poissons vivants : Autres"
"030211","Type 1","03","02","11","Fish; trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster), fresh or chilled (excluding fillets, livers, roes, other fish meat of heading no. 0304)","Salmonidés, à l'exclusion des foies, oeufs et laitances : Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)"
"030212","Type 1","03","02","12","Fish; Pacific salmon (oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), Atlantic salmon (salmo salar), Danube salmon (hucho hucho), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Salmonidés, à l'exclusion des foies, oeufs et laitances : Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)"
"030219","Type 1","03","02","19","Fish; salmonidae, fresh or chilled, n.e.s. in item no. 0302.1 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Salmonidés, à l'exclusion des foies, oeufs et laitances : Autres"
"030221","Type 1","03","02","21","Fish; halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
"030222","Type 1","03","02","22","Fish; plaice (pleuronectes platessa), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Plies ou carrelets (Pleuronectes platessa)"
"030223","Type 1","03","02","23","Fish; sole (solea spp.), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Soles (Solea spp.)"
"030229","Type 1","03","02","29","Fish; flat fish, fresh or chilled, n.e.s. in item no. 0302.2 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Autres"
"030231","Type 1","03","02","31","Fish; albacore or longfinned tunas (thunnus alalunga), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons blancs ou germons (Thunnus alalunga)"
"030232","Type 1","03","02","32","Fish; yellowfin tunas (thunnus albacares), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons à nageoires jaunes (Thunnus albacares)"
"030233","Type 1","03","02","33","Fish; skipjack or stripe-bellied bonito, fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Listaos ou bonites à ventre rayé"
"030234","Type 1","03","02","34","Fish; bigeye tunas (Thunnus obesus), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons obèses (Thunnus obesus)"
"030235","Type 1","03","02","35","Fish; bluefin tunas (Thunnus thynnus), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons rouges (Thunnus thynnus)"
"030236","Type 1","03","02","36","Fish; southern bluefin tunas (Thunnus maccoyii), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons rouges du sud (Thunnus maccoyii)"
"030239","Type 1","03","02","39","Fish; tuna, fresh or chilled, n.e.s. in item no. 0302.3 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Autres"
"030240","Type 1","03","02","40","Fish; herrings (clupea harengus, clupea pallasii), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Harengs (Clupea harengus, Clupea pallasii), à l'exclusion des foies, oeufs et laitances"
"030250","Type 1","03","02","50","Fish; cod (gadus morhua, gadus ogac, gadus macrocephalus), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus), à l'exclusion des foies, oeufs et laitances"
"030261","Type 1","03","02","61","Fish; sardines (sardina pilchardus, sardinops spp.), sardinella (sardinella spp.), brisling or sprats (sprattus sprattus), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Sardines (Sardina pilchardus, Sardinops spp.), sardinelles (Sardinella spp.), sprats ou esprots (Sprattus sprattus)"
"030262","Type 1","03","02","62","Fish; haddock (melanogrammus aeglefinus), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Eglefins (Melanogrammus aeglefinus)"
"030263","Type 1","03","02","63","Fish; coalfish (pollachius virens), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Lieus noirs (Pollachius virens)"
"030264","Type 1","03","02","64","Fish; mackerel (scomber scombrus, scomber australasicus, scomber japonicus), fresh of chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Maquereaux (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
"030265","Type 1","03","02","65","Fish; dogfish and other sharks, fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Squales"
"030266","Type 1","03","02","66","Fish; eels (anguilla spp.), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Anguilles (Anguilla spp.)"
"030269","Type 1","03","02","69","Fish; fresh or chilled, n.e.s. in heading no. 0302 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Autres"
"030270","Type 1","03","02","70","Fish; livers and roes, fresh or chilled","Foies, oeufs et laitances"
"030311","Type 1","03","03","11","Fish; Pacific salmon, sockeye salmon, (red salmon), (Oncorhynchus nerka,) frozen, (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), à l'exclusion des foies, oeufs et laitances : Saumons rouges (Oncorhynchus nerka)"
"030319","Type 1","03","03","19","Fish; Pacific salmon, other than sockeye salmon, (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), frozen, (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), à l'exclusion des foies, oeufs et laitances : Autres"
"030321","Type 1","03","03","21","Fish; trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres salmonidés, à l\[CloseCurlyQuote]exclusion des foies, oeufs et laitances : Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)"
"030322","Type 1","03","03","22","Fish; Atlantic salmon (salmo salar) and Danube salmon (hucho hucho), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres salmonidés, à l\[CloseCurlyQuote]exclusion des foies, oeufs et laitances : Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)"
"030329","Type 1","03","03","29","Fish; salmonidae, frozen, n.e.s. in item no. 0302.1 and 0302.2 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres salmonidés, à l\[CloseCurlyQuote]exclusion des foies, oeufs et laitances : Autres"
"030331","Type 1","03","03","31","Fish; halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
"030332","Type 1","03","03","32","Fish; plaice (pleuronectes platessa), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Plies ou carrelets (Pleuronectes platessa)"
"030333","Type 1","03","03","33","Fish; sole (solea spp.), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Soles (Solea spp.)"
"030339","Type 1","03","03","39","Fish; flat fish, frozen, n.e.s. in item no. 0303.3 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Poissons plats (Pleuronectidés, Bothidés, Cynoglossidés, Soléidés, Scophthalmidés et Citharidés), à l'exclusion des foies, oeufs et laitances : Autres"
"030341","Type 1","03","03","41","Fish; albacore or longfinned tunas (thunnus alalunga), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons blancs ou germons (Thunnus alalunga)"
"030342","Type 1","03","03","42","Fish; yellowfin tunas (thunnus albacares), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons à nageoires jaunes (Thunnus albacares)"
"030343","Type 1","03","03","43","Fish; skipjack or stripe-bellied bonito, frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Listaos ou bonites à ventre rayé"
"030344","Type 1","03","03","44","Fish; bigeye tunas (Thunnus obesus), frozen, (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons obèses (Thunnus obesus)"
"030345","Type 1","03","03","45","Fish; bluefin tuna (Thunnus thynnus), frozen, (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons rouges (Thunnus thynnus)"
"030346","Type 1","03","03","46","Fish; southern bluefin tunas (Thunnus maccoyii), frozen, n.e.c. in item no. 0303.4 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Thons rouges du sud (Thunnus maccoyii)"
"030349","Type 1","03","03","49","Fish; tuna, frozen, n.e.c. in item no. 0303.4 (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis), à l'exclusion des foies, oeufs et laitances : Autres"
"030350","Type 1","03","03","50","Fish; herrings (clupea harengus, clupea pallasii), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Harengs (Clupea harengus, Clupea pallasii), à l'exclusion des foies, oeufs et laitances"
"030360","Type 1","03","03","60","Fish; cod (gadus morhua, gadus ogac, gadus macrocephalus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus), à l'exclusion des foies, oeufs et laitances"
"030371","Type 1","03","03","71","Fish; sardines (sardina pilchardus, sardinops spp.), sardinella (sardinella spp.), brisling or sprats (sprattus sprattus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Sardines (Sardina pilchardus, Sardinops spp.), sardinelles (Sardinella spp.), sprats ou esprots (Sprattus sprattus)"
"030372","Type 1","03","03","72","Fish; haddock (melanogrammus aeglefinus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Eglefins (Melanogrammus aeglefinus)"
"030373","Type 1","03","03","73","Fish; coalfish (pollachius virens), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)","Autres poissons, à l'exclusion des foies, oeufs et laitances : Lieus noirs (Pollachius virens)"
