"Code 4-digit","Section Code","Part 2-digit","Part 4-digit","Product Name","Nom du produit"
"2703","Type 5","27","03","Peat (including peat litter), whether or not agglomerated","Tourbe (y compris la tourbe pour litière), même agglomérée"
"2704","Type 5","27","04","Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon","Cokes et semi-cokes de houille, de lignite ou de tourbe, même agglomérés ; charbon de cornue"
"2705","Type 5","27","05","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","Gaz de houille, gaz à l'eau, gaz pauvre et gaz similaires, à l'exclusion des gaz de pétrole et autres hydrocarbures gazeux"
"2706","Type 5","27","06","Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars","Goudrons de houille, de lignite ou de tourbe et autres goudrons minéraux, même déshydratés ou étêtés, y compris les goudrons reconstitués"
"2707","Type 5","27","07","Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents.","Huiles et autres produits provenant de la distillation des goudrons de houille de haute température ; produits analogues dans lesquels les constituants aromatiques prédominent en poids par rapport aux constituants non aromatiques"
"2708","Type 5","27","08","Pitch and pitch coke, obtained from coal tar or from other mineral tars.","Brai et coke de brai de goudron de houille ou d'autres goudrons minéraux"
"2709","Type 5","27","09","Petroleum oils and oils obtained from bituminous minerals, crude","Huiles brutes de pétrole ou de minéraux bitumineux"
"2710","Type 5","27","10","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils","Huiles de pétrole ou de minéraux bitumineux, autres que les huiles brutes ; préparations non dénommées ni comprises ailleurs, contenant en poids 70 % ou plus d'huiles de pétrole ou de minéraux bitumineux et dont ces huiles constituent l'élément de base ; déchets d'huiles"
"2711","Type 5","27","11","Petroleum gases and other gaseous hydrocarbons","Gaz de pétrole et autres hydrocarbures gazeux"
"2712","Type 5","27","12","Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured.","Vaseline ; paraffine, cire de pétrole micro-cristalline, « slack wax », ozokérite, cire de lignite, cire de tourbe, autres cires minérales et produits similaires obtenus par synthèse ou par d'autres procédés, même colorés"
"2713","Type 5","27","13","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals.","Coke de pétrole, bitume de pétrole et autres résidus des huiles de pétrole ou de minéraux bitumineux"
"2714","Type 5","27","14","Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks.","Bitumes et asphaltes, naturels ; schistes et sables bitumineux ; asphaltites et roches asphaltiques"
"2715","Type 5","27","15","Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)","Mélanges bitumineux à base d'asphalte ou de bitume naturels, de bitume de pétrole, de goudron minéral ou de brai de goudron minéral (mastics bitumineux, « cut-backs », par exemple)"
"2716","Type 5","27","16","Electrical energy. (optional heading)","Energie électrique (position facultative)"
"2801","Type 6","28","01","Fluorine, chlorine, bromine and iodine.","Fluor, chlore, brome et iode"
"2802","Type 6","28","02","Sulphur, sublimed or precipitated; colloidal sulphur","Soufre sublimé ou précipité ; soufre colloïdal"
"2803","Type 6","28","03","Carbon (carbon blacks and other forms of carbon not elsewhere specified or included)","Carbone (noirs de carbone et autres formes de carbone non dénommées ni comprises ailleurs)"
"2804","Type 6","28","04","Hydrogen, rare gases and other non-metals.","Hydrogène, gaz rares et autres éléments non métalliques"
"2805","Type 6","28","05","Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury","Métaux alcalins ou alcalino-terreux ; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux ; mercure"
"2806","Type 6","28","06","Hydrogen chloride (hydrochloric acid); chlorosulphuric acid.","Chlorure d'hydrogène (acide chlorhydrique) ; acide chlorosulfurique"
"2807","Type 6","28","07","Sulphuric acid; oleum","Acide sulfurique ; oléum"
"2808","Type 6","28","08","Nitric acid; sulphonitric acids","Acide nitrique ; acides sulfonitriques"
"2809","Type 6","28","09","Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined.","Pentaoxyde de diphosphore ; acide phosphorique ; acides polyphosphoriques, de constitution chimique définie ou non"
"2810","Type 6","28","10","Oxides of boron; boric acids","Oxydes de bore ; acides boriques"
"2811","Type 6","28","11","Other inorganic acids and other inorganic oxygen compounds of non-metals.","Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques"
"2812","Type 6","28","12","Halides and halide oxides of non-metals.","Halogénures et oxyhalogénures des éléments non métalliques."
"2813","Type 6","28","13","Sulphides of non-metals; commercial phosphorus trisulphide.","Sulfures des éléments non métalliques ; trisulfure de phosphore du commerce"
"2814","Type 6","28","14","Ammonia, anhydrous or in aqueous solution.","Ammoniac anhydre ou en solution aqueuse (ammoniaque)"
"2815","Type 6","28","15","Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash); peroxides of sodium or potassium.","Hydroxyde de sodium (soude caustique) ; hydroxyde de potassium (potasse caustique) ; peroxydes de sodium ou de potassium"
"2816","Type 6","28","16","Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium.","Hydroxyde et peroxyde de magnésium ; oxydes, hydroxydes et peroxydes, de strontium ou de baryum"
"2817","Type 6","28","17","Zinc oxide; zinc peroxide","Oxyde de zinc ; peroxyde de zinc"
"2818","Type 6","28","18","Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide.","Corindon artificiel, chimiquement défini ou non ; oxyde d'aluminium ; hydroxyde d'aluminium"
"2819","Type 6","28","19","Chromium oxides and hydroxides.","Oxydes et hydroxydes de chrome"
"2820","Type 6","28","20","Manganese oxides.","Oxydes de manganèse"
"2821","Type 6","28","21","Iron oxides and hydroxides; earth colours containing 70 % or more by weight of combined iron evaluated as Fe2O3.","Oxydes et hydroxydes de fer ; terres colorantes contenant en poids 70 % ou plus de fer combiné évalué en Fe2O3"
"2822","Type 6","28","22","Cobalt oxides and hydroxides; commercial cobalt oxides","Oxydes et hydroxydes de cobalt ; oxydes de cobalt du commerce"
"2823","Type 6","28","23","Titanium oxides","Oxydes de titane"
"2824","Type 6","28","24","Lead oxides; red lead and orange lead.","Oxydes de plomb ; minium et mine orange"
"2825","Type 6","28","25","Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","Hydrazine et hydroxylamine et leurs sels inorganiques ; autres bases inorganiques ; autres oxydes, hydroxydes et peroxydes de métaux"
"2826","Type 6","28","26","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts.","Fluorures ; fluorosilicates, fluoroaluminates et autres sels complexes de fluor"
"2827","Type 6","28","27","Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides.","Chlorures, oxychlorures et hydroxychlorures ; bromures et oxybromures ; iodures et oxyiodures"
"2828","Type 6","28","28","Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites.","Hypochlorites ; hypochlorite de calcium du commerce ; chlorites ; hypobromites"
"2829","Type 6","28","29","Chlorates and perchlorates; bromates and perbromates; iodates and periodates.","Chlorates et perchlorates ; bromates et perbromates ; iodates et periodates"
"2830","Type 6","28","30","Sulphides; polysulphides, whether or not chemically defined.","Sulfures ; polysulfures, de constitution chimique définie ou non"
"2831","Type 6","28","31","Dithionites and sulphoxylates.","Dithionites et sulfoxylates"
"2832","Type 6","28","32","Sulphites; thiosulphates.","Sulfites ; thiosulfates"
"2833","Type 6","28","33","Sulphates; alums; peroxosulphates (persulphates).","Sulfates ; aluns ; peroxosulfates (persulfates)"
"2834","Type 6","28","34","Nitrites; nitrates.","Nitrites ; nitrates"
"2835","Type 6","28","35","Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined.","Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates ; polyphosphates, de constitution chimique définie ou non"
"2836","Type 6","28","36","Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate.","Carbonates ; peroxocarbonates (percarbonates) ; carbonate d'ammonium du commerce contenant du carbamate d'ammonium"
"2837","Type 6","28","37","Cyanides, cyanide oxides and complex cyanides","Cyanures, oxycyanures et cyanures complexes"
"2839","Type 6","28","39","Silicates; commercial alkali metal silicates","Silicates ; silicates des métaux alcalins du commerce"
"2840","Type 6","28","40","Borates; peroxoborates (perborates)","Borates ; peroxoborates (perborates)."
"2841","Type 6","28","41","Salts of oxometallic or peroxometallic acids.","Sels des acides oxométalliques ou peroxométalliques"
"2842","Type 6","28","42","Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides.","Autres sels des acides ou peroxoacides inorganiques (y compris les aluminosilicates de constitution chimique définie ou non), autres que les azotures"
"2843","Type 6","28","43","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals.","Métaux précieux à l'état colloïdal ; composés inorganiques ou organiques de métaux précieux, de constitution chimique définie ou non ; amalgames de métaux précieux"
"2844","Type 6","28","44","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products.","Eléments chimiques radioactifs et isotopes radioactifs (y compris les éléments chimiques et isotopes fissiles ou fertiles) et leurs composés ; mélanges et résidus contenant ces produits"
"2845","Type 6","28","45","Isotopes other than those of heading 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined.","Isotopes autres que ceux du n°28.44 ; leurs composés inorganiques ou organiques, de constitution chimique définie ou non"
"2846","Type 6","28","46","Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals.","Composés, inorganiques ou organiques, des métaux des terres rares, de l'yttrium ou du scandium ou des mélanges de ces métaux"
"2847","Type 6","28","47","Hydrogen peroxide, whether or not solidified with urea","Peroxyde d'hydrogène (eau oxygénée) même solidifié avec de l'urée"
"2849","Type 6","28","49","Carbides, whether or not chemically defined.","Carbures, de constitution chimique définie ou non."
"2850","Type 6","28","50","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 2849","Hydrures, nitrures, azotures, siliciures et borures, de constitution chimique définie ou non, autres que les composés qui constituent également des carbures du n°2849"
"2852","Type 6","28","52","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","Composés inorganiques ou organiques du mercure, de constitution chimique définie ou non, à l'exclusion des amalgames"
"2853","Type 6","28","53","Phosphides, whether or not chemically defined, excluding ferrophosphorus; other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals.","Phosphures, de constitution chimique définie ou non, à l'exclusion des ferrophosphores ; autres composés inorganiques (y compris les eaux distillées, de conductibilité ou de même degré de pureté) ; air liquide (y compris l'air liquide dont les gaz rares ont été éliminés) ; air comprimé ; amalgames autres que de métaux précieux"
"2901","Type 6","29","01","Acyclic hydrocarbons.","Hydrocarbures acycliques"
"2902","Type 6","29","02","Cyclic hydrocarbons.","Hydrocarbures cycliques"
"2903","Type 6","29","03","Halogenated derivatives of hydrocarbons","Dérivés halogénés des hydrocarbures"
"2904","Type 6","29","04","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated.","Dérivés sulfonés, nitrés ou nitrosés des hydrocarbures, même halogénés"
"2905","Type 6","29","05","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.","Alcools acycliques et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2906","Type 6","29","06","Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.","Alcools cycliques et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2907","Type 6","29","07","Phenols; phenol-alcohols.","Phénols ; phénols-alcools"
"2908","Type 6","29","08","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols","Dérivés halogénés, sulfonés, nitrés ou nitrosés des phénols ou des phénols-alcools"
"2909","Type 6","29","09","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives.","Ethers, éthers-alcools, éthers-phénols, éthers-alcools-phénols, peroxydes d'alcools, peroxydes d'éthers, peroxydes d'acétals et d'hémi-acétals, peroxydes de cétones (de constitution chimique définie ou non), et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2910","Type 6","29","10","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives.","Epoxydes, époxy-alcools, époxy-phénols et époxy-éthers, avec trois atomes dans le cycle, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2911","Type 6","29","11","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Acétals et hémi-acétals, même contenant d'autres fonctions oxygénées, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2912","Type 6","29","12","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde.","Aldéhydes, même contenant d'autres fonctions oxygénées ; polymères cycliques des aldéhydes ; paraformaldéhyde"
"2913","Type 6","29","13","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 2912","Dérivés halogénés, sulfonés, nitrés ou nitrosés des produits du n°2912"
"2914","Type 6","29","14","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.","Cétones et quinones, même contenant d'autres fonctions oxygénées, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2915","Type 6","29","15","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.","Acides monocarboxyliques acycliques saturés et leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2916","Type 6","29","16","Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides monocarboxyliques acycliques non saturés et acides monocarboxyliques cycliques, leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2917","Type 6","29","17","Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.","Acides polycarboxyliques, leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2918","Type 6","29","18","Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.","Acides carboxyliques contenant des fonctions oxygénées supplémentaires et leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2919","Type 6","29","19","Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.","Esters phosphoriques et leurs sels, y compris les lactophosphates ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2920","Type 6","29","20","Esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives.","Esters des autres acides inorganiques des non-métaux (à l'exclusion des esters des halogénures d'hydrogène) et leurs sels ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2921","Type 6","29","21","Amine-function compounds","Composés à fonction amine"
"2922","Type 6","29","22","Oxygen-function amino-compounds","Composés aminés à fonctions oxygénées"
"2923","Type 6","29","23","Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined.","Sels et hydroxydes d'ammonium quaternaires ; lécithines et autres phosphoaminolipides, de constitution chimique définie ou non"
"2924","Type 6","29","24","Carboxyamide-function compounds; amide-function compounds of carbonic acid.","Composés à fonction carboxyamide ; composés à fonction amide de l'acide carbonique"
"2925","Type 6","29","25","Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.","Composés à fonction carboxyimide (y compris la saccharine et ses sels) ou à fonction imine"
"2926","Type 6","29","26","Nitrile-function compounds.","Composés à fonction nitrile"
"2927","Type 6","29","27","Diazo-, azo- or azoxy-compounds","Composés diazoïques, azoïques ou azoxyques"
"2928","Type 6","29","28","Organic derivatives of hydrazine or of hydroxylamine","Dérivés organiques de l'hydrazine ou de l'hydroxylamine"
"2929","Type 6","29","29","Compounds with other nitrogen function.","Composés à autres fonctions azotées"
"2930","Type 6","29","30","Organo-sulphur compounds.","Thiocomposés organiques"
"2931","Type 6","29","31","Other organo-inorganic compounds.","Autres composés organo-inorganiques"
"2932","Type 6","29","32","Heterocyclic compounds with oxygen hetero-atom(s) only.","Composés hétérocycliques à hétéroatome(s) d'oxygène exclusivement"
"2933","Type 6","29","33","Heterocyclic compounds with nitrogen hetero-atom(s) only.","Composés hétérocycliques à hétéroatome(s) d'azote exclusivement"
"2934","Type 6","29","34","Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds.","Acides nucléiques et leurs sels, de constitution chimique définie ou non ; autres composés hétérocycliques"
"2935","Type 6","29","35","Sulphonamides.","Sulfonamides"
"2936","Type 6","29","36","Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent.","Provitamines et vitamines, naturelles ou reproduites par synthèse (y compris les concentrats naturels), ainsi que leurs dérivés utilisés principalement en tant que vitamines, mélangés ou non entre eux, même en solutions quelconques"
"2937","Type 6","29","37","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.","Hormones, prostaglandines, thromboxanes et leucotriènes, naturels ou reproduits par synthèse ; leurs dérivés et analogues structurels, y compris les polypeptides à chaîne modifiée, utilisés principalement comme hormones"
"2938","Type 6","29","38","Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.","Hétérosides, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés"
"2939","Type 6","29","39","Alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.","Alcaloïdes, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés."
"2940","Type 6","29","40","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939","Sucres chimiquement purs, à l'exception du saccharose, du lactose, du maltose, du glucose et du fructose (lévulose) ; éthers, acétals et esters de sucres et leurs sels, autres que les produits des n°2937, 2938 et 2939"
"2941","Type 6","29","41","Antibiotics.","Antibiotiques."
"2942","Type 6","29","42","Other organic compounds","Autres composés organiques"
"3001","Type 6","30","01","Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included.","Glandes et autres organes à usages opothérapiques, à l'état desséché, même pulvérisés ; extraits, à usages opothérapiques, de glandes ou d'autres organes ou de leurs sécrétions ; héparine et ses sels ; autres substances humaines ou animales préparées à des fins thérapeutiques ou prophylactiques non dénommées ni comprises ailleurs"
"3002","Type 6","30","02","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures, whether or not modified.","Sang humain ; sang animal préparé en vue d'usages thérapeutiques, prophylactiques ou de diagnostic ; antisérums, autres fractions du sang et produits immunologiques, même modifiés ou obtenus par voie biotechnologique ; vaccins, toxines, cultures de micro-organismes (à l'exclusion des levures) et produits similaires ; cultures de cellules, même modifiées"
"3003","Type 6","30","03","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale","Médicaments (à l'exclusion des produits des n°3002, 3005 ou 3006) constitués par des produits mélangés entre eux, préparés à des fins thérapeutiques ou prophylactiques, mais ni présentés sous forme de doses, ni conditionnés pour la vente au détail"
"3004","Type 6","30","04","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale","Médicaments (à l'exclusion des produits des n°30.02, 30.05 ou 30.06) constitués par des produits mélangés ou non mélangés, préparés à des fins thérapeutiques ou prophylactiques, présentés sous forme de doses (y compris ceux destinés à être administrés par voie percutanée) ou conditionnés pour la vente au détail"
"3005","Type 6","30","05","Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes.","Ouates, gazes, bandes et articles analogues (pansements, sparadraps, sinapismes, par exemple), imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales, chirurgicales, dentaires ou vétérinaires"
"3006","Type 6","30","06","Pharmaceutical goods specified in Note 4 to this Chapter.","Préparations et articles pharmaceutiques visés à la Note 4 du présent Chapitre"
"3101","Type 6","31","01","Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers produced by the mixing or chemical treatment of animal or vegetable products","Engrais d'origine animale ou végétale, même mélangés entre eux ou traités chimiquement ; engrais résultant du mélange ou du traitement chimique de produits d'origine animale ou végétale"
"3102","Type 6","31","02","Mineral or chemical fertilisers, nitrogenous","Engrais minéraux ou chimiques azotés"
"3103","Type 6","31","03","Mineral or chemical fertilisers, phosphatic","Engrais minéraux ou chimiques phosphatés"
"3104","Type 6","31","04","Mineral or chemical fertilisers, potassic.","Engrais minéraux ou chimiques potassiques"
"3105","Type 6","31","05","Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg.","Engrais minéraux ou chimiques contenant deux ou trois des éléments fertilisants : azote, phosphore et potassium ; autres engrais ; produits du présent Chapitre présentés soit en tablettes ou formes similaires, soit en emballages d'un poids brut n'excédant pas 10 kg"
"3201","Type 6","32","01","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives.","Extraits tannants d'origine végétale ; tanins et leurs sels, éthers, esters et autres dérivés"
"3202","Type 6","32","02","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning.","Produits tannants organiques synthétiques ; produits tannants inorganiques ; préparations tannantes, même contenant des produits tannants naturels ; préparations enzymatiques pour le prétannage"
"3203","Type 6","32","03","Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin","Matières colorantes d'origine végétale ou animale (y compris les extraits tinctoriaux mais à l'exclusion des noirs d'origine animale), même de constitution chimique définie ; préparations visées à la Note 3 du présent Chapitre, à base de matières colorantes d'origine végétale ou animale"
"3204","Type 6","32","04","Synthetic organic colouring matter, whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on synthetic organic colouring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined.","Matières colorantes organiques synthétiques, même de constitution chimique définie ; préparations visées à la Note 3 du présent Chapitre, à base de matières colorantes organiques synthétiques ; produits organiques synthétiques des types utilisés comme agents d'avivage fluorescents ou comme luminophores, même de constitution chimique définie"
"3205","Type 6","32","05","Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes","Laques colorantes ; préparations visées à la Note 3 du présent Chapitre, à base de laques colorantes"
"3206","Type 6","32","06","Other colouring matter; preparations as specified in Note 3 to this Chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined","Autres matières colorantes ; préparations visées à la Note 3 du présent Chapitre, autres que celles des n°3203, 3204 ou 3205 ; produits inorganiques des types utilisés comme luminophores, même de constitution chimique définie"
"3207","Type 6","32","07","Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of powder, granules or flakes.","Pigments, opacifiants et couleurs préparés, compositions vitrifiables, engobes, lustres liquides et préparations similaires, des types utilisés pour la céramique, l'émaillerie ou la verrerie ; frittes de verre et autres verres, sous forme de poudre, de grenailles, de lamelles ou de flocons"
"3208","Type 6","32","08","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions as defined in Note 4 to this Chapter.","Peintures et vernis à base de polymères synthétiques ou de polymères naturels modifiés, dispersés ou dissous dans un milieu non aqueux ; solutions définies à la Note 4 du présent Chapitre"
"3209","Type 6","32","09","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium.","Peintures et vernis à base de polymères synthétiques ou de polymères naturels modifiés, dispersés ou dissous dans un milieu aqueux"
"3210","Type 6","32","10","Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather","Autres peintures et vernis ; pigments à l'eau préparés des types utilisés pour le finissage des cuirs"
"3211","Type 6","32","11","Prepared driers","Siccatifs préparés"
"3212","Type 6","32","12","Pigments (including metallic powders and flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other colouring matter put up in forms or packings for retail sale.","Pigments (y compris les poudres et flocons métalliques) dispersés dans des milieux non aqueux, sous forme de liquide ou de pâte, des types utilisés pour la fabrication de peintures ; feuilles pour le marquage au fer ; teintures et autres matières colorantes présentées dans des formes ou emballages pour la vente au détail"
"3213","Type 6","32","13","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.","Couleurs pour la peinture artistique, l'enseignement, la peinture des enseignes, la modification des nuances, l'amusement et couleurs similaires, en pastilles, tubes, pots, flacons, godets ou conditionnements similaires"
"3214","Type 6","32","14","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for façades, indoor walls, floors, ceilings or the like.","Mastic de vitrier, ciments de résine et autres mastics ; enduits utilisés en peinture ; enduits non réfractaires des types utilisés en maçonnerie"
"3215","Type 6","32","15","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","Encres d'imprimerie, encres à écrire ou à dessiner et autres encres, même concentrées ou sous formes solides"
"3301","Type 6","33","01","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpenation of essential oils; aqueous distillates and aqueous solutions of essential oils","Huiles essentielles (déterpénées ou non), y compris celles dites « concrètes » ou « absolues » ; résinoïdes ; oléorésines d'extraction ; solutions concentrées d'huiles essentielles dans les graisses, les huiles fixes, les cires ou matières analogues, obtenues par enfleurage ou macération ; sous-produits terpéniques résiduaires de la déterpénation des huiles essentielles ; eaux distillées aromatiques et solutions aqueuses d'huiles essentielles"
