"id","hs02","english name","nom français","classification","code parent","level","isLeaf"
"04190240",190240.,"Food preparations; couscous","Couscous","H2",1902.,6.,1.
"041903",1903.,"Tapioca and substitutes therefor prepared from starch; in the form of flakes, grains, pearls, siftings or similar forms","Tapioca et ses succédanés préparés à partir de fécules, sous forme de flocons, grumeaux, grains perlés, criblures ou formes similaires","H2",19.,4.,0.
"04190300",190300.,"Food preparations; tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar","Tapioca et ses succédanés préparés à partir de fécules, sous forme de flocons, grumeaux, grains perlés, criblures ou formes similaires","H2",1903.,6.,1.
"041904",1904.,"Prepared foods obtained by swelling or roasting cereals or cereal products (eg corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.s.","Produits à base de céréales obtenus par soufflage ou grillage (« corn flakes », par exemple) ; céréales (autres que le maïs) en grains ou sous forme de flocons ou d'autres grains travaillés (à l'exception de la farine, du gruau et de la semoule), précuites ou autrement préparées, non dénommées ni comprises ailleurs","H2",19.,4.,0.
"04190410",190410.,"Food preparations; obtained by the swelling or roasting of cereals or cereal products","Produits à base de céréales obtenus par soufflage ou grillage","H2",1904.,6.,1.
"04190420",190420.,"Food preparations; obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals","Préparations alimentaires obtenues à partir de flocons de céréales non grillés ou de mélanges de flocons de céréales non grillés et de flocons de céréales grillés ou de céréales soufflées","H2",1904.,6.,1.
"04190430",190430.,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (eg corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat","Bulgur de blé","H2",1904.,6.,1.
"04190490",190490.,"Food preparations; cereal or cereal products (excluding maize), in grain form, pre-cooked or otherwise prepared","Autres","H2",1904.,6.,1.
"041905",1905.,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","Produits de la boulangerie, de la pâtisserie ou de la biscuiterie, même additionnés de cacao ; hosties, cachets vides des types utilisés pour médicaments, pains à cacheter, pâtes séchées de farine, d\[CloseCurlyQuote]amidon ou de fécule en feuilles et produits similaires","H2",19.,4.,0.
"04190510",190510.,"Food preparations; crispbread, whether or not containing cocoa","Pain croustillant dit « knäckebrot »","H2",1905.,6.,1.
"04190520",190520.,"Food preparations; gingerbread and the like, whether or not containing cocoa","Pain d\[CloseCurlyQuote]épices","H2",1905.,6.,1.
"04190531",190531.,"Food preparations; sweet biscuits, whether or not containing cocoa","Biscuits additionnés d\[CloseCurlyQuote]édulcorants ; gaufres et gaufrettes : Biscuits additionnés d\[CloseCurlyQuote]édulcorants","H2",1905.,6.,1.
"04190532",190532.,"Food preparations; waffles and wafers, whether or not containing cocoa","Biscuits additionnés d\[CloseCurlyQuote]édulcorants ; gaufres et gaufrettes : Gaufres et gaufrettes","H2",1905.,6.,1.
"04190540",190540.,"Food preparations; rusks, toasted bread and similar toasted products, whether or not containing cocoa","Biscottes, pain grillé et produits similaires grillés","H2",1905.,6.,1.
"04190590",190590.,"Food preparations; bakers' wares n.e.s. in heading no. 1605, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice papers and similar products","Autres","H2",1905.,6.,1.
"0420",20.,"Preparations of vegetables, fruit, nuts or other parts of plants","Préparations de légumes, de fruits ou d'autres parties de plantes","H2","TOTAL",2.,0.
"042001",2001.,"Vegetables, fruit, nuts and other edible parts of plants; prepared or preserved by vinegar or acetic acid","Légumes, fruits et autres parties comestibles de plantes, préparés ou conservés au vinaigre ou à l'acide acétique","H2",20.,4.,0.
"04200110",200110.,"Vegetable preparations; cucumbers and gherkins, prepared or preserved by vinegar or acetic acid","Concombres et cornichons","H2",2001.,6.,1.
"04200190",200190.,"Vegetable preparations; vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excluding cucumbers and gherkins)","Autres","H2",2001.,6.,1.
"042002",2002.,"Tomatoes; prepared or preserved otherwise than by vinegar or acetic acid","Tomates préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique","H2",20.,4.,0.
"04200210",200210.,"Vegetable preparations; tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid","Tomates, entières ou en morceaux","H2",2002.,6.,1.
"04200290",200290.,"Vegetable preparations; tomatoes, (other than whole or in pieces), prepared or preserved otherwise than by vinegar or acetic acid","Autres","H2",2002.,6.,1.
"042003",2003.,"Mushrooms and truffles, prepared or preserved other than by vinegar or acetic acid","Champignons et truffes, préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique","H2",20.,4.,0.
"04200310",200310.,"Vegetable preparations; mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid","Champignons du genre Agaricus","H2",2003.,6.,1.
"04200320",200320.,"Vegetable preparations; truffles, prepared or preserved otherwise than by vinegar or acetic acid","Truffes","H2",2003.,6.,1.
"04200390",200390.,"Vegetable preparations; mushrooms other than of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid","Autres","H2",2003.,6.,1.
"042004",2004.,"Vegetables preparations n.e.s.; prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading no. 2006","Autres légumes préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique, congelés, autres que les produits du n°2006","H2",20.,4.,0.
"04200410",200410.,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen","Pommes de terre","H2",2004.,6.,1.
"04200490",200490.,"Vegetable preparations; vegetables and mixtures of vegetables (excluding potatoes), prepared or preserved otherwise than by vinegar or acetic acid, frozen","Autres légumes et mélanges de légumes","H2",2004.,6.,1.
"042005",2005.,"Vegetables preparations n.e.s.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006","Autres légumes préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique, non congelés, autres que les produits du n°2006","H2",20.,4.,0.
"04200510",200510.,"Vegetable preparations; homogenised vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Légumes homogénéisés","H2",2005.,6.,1.
"04200520",200520.,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Pommes de terre","H2",2005.,6.,1.
"04200540",200540.,"Vegetable preparations; peas (pisum sativum), prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Pois (Pisum sativum)","H2",2005.,6.,1.
"04200551",200551.,"Vegetable preparations; beans, shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Haricots (Vigna spp., Phaseolus spp.) : Haricots en grains","H2",2005.,6.,1.
"04200559",200559.,"Vegetable preparations; beans, (not shelled), prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Haricots (Vigna spp., Phaseolus spp.) : Autres","H2",2005.,6.,1.
"04200560",200560.,"Vegetable preparations; asparagus, prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Asperges","H2",2005.,6.,1.
"04200570",200570.,"Vegetable preparations; olives, prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Olives","H2",2005.,6.,1.
"04200580",200580.,"Vegetable preparations; sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Maïs doux (Zea mays var. saccharata)","H2",2005.,6.,1.
"04200590",200590.,"Vegetable preparations; vegetables and mixtures of vegetables n.e.s. in heading no. 2005, prepared or preserved otherwise than by vinegar or acetic acid, not frozen","Autres légumes et mélanges de légumes","H2",2005.,6.,1.
"042006",2006.,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)","Légumes, fruits, écorces de fruits et autres parties de plantes, confits au sucre (égouttés, glacés ou cristallisés)","H2",20.,4.,0.
"04200600",200600.,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)","Légumes, fruits, écorces de fruits et autres parties de plantes, confits au sucre (égouttés, glacés ou cristallisés)","H2",2006.,6.,1.
"042007",2007.,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter","Confitures, gelées, marmelades, purées et pâtes de fruits, obtenues par cuisson, avec ou sans addition de sucre ou d'autres édulcorants","H2",20.,4.,0.
"04200710",200710.,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes; homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter","Préparations homogénéisées","H2",2007.,6.,1.
"04200791",200791.,"Jams, jellies, marmalades, purees and pastes; of citrus fruit, being cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter","Autres : Agrumes","H2",2007.,6.,1.
"04200799",200799.,"Jams, fruit jellies, marmalades, purees and pastes; of fruit or nuts n.e.s. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter","Autres : Autres","H2",2007.,6.,1.
"042008",2008.,"Fruit, nuts and other edible parts of plants; prepared or preserved in ways n.e.s., whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included","Fruits et autres parties comestibles de plantes, autrement préparés ou conservés, avec ou sans addition de sucre ou d'autres édulcorants ou d'alcool, non dénommés ni compris ailleurs","H2",20.,4.,0.
"04200811",200811.,"Nuts; ground-nuts, whether or not containing added sugar, other sweetening matter or spirit","Fruits à coques, arachides et autres graines, même mélangés entre eux : Arachides","H2",2008.,6.,1.
"04200819",200819.,"Nuts and other seeds; whether or not containing added sugar, other sweetening matter or spirit (excluding ground-nuts except in mixtures)","Fruits à coques, arachides et autres graines, même mélangés entre eux : Autres, y compris les mélanges","H2",2008.,6.,1.
"04200820",200820.,"Fruit; pineapples, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit","Ananas","H2",2008.,6.,1.
"04200830",200830.,"Fruit; citrus, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit","Agrumes","H2",2008.,6.,1.
"04200840",200840.,"Fruit; pears, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit","Poires","H2",2008.,6.,1.
"04200850",200850.,"Fruit; apricots, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit","Abricots","H2",2008.,6.,1.
"04200860",200860.,"Fruit; cherries, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit","Cerises","H2",2008.,6.,1.
"04200870",200870.,"Fruit; peaches, including nectarines, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit","Pêches, y compris les brugnons et nectarines","H2",2008.,6.,1.
"04200880",200880.,"Fruit; strawberries, prepared or preserved in ways n.e.s. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit","Fraises","H2",2008.,6.,1.
"04200891",200891.,"Palm hearts; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit","Autres, y compris les mélanges à l'exception de ceux du n°200819 : Coeurs de palmiers","H2",2008.,6.,1.
"04200892",200892.,"Fruit, nuts and other edible parts of plants; mixtures (other than those of subheading no 2008.19), prepared or preserved in ways nes in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit, nes","Autres, y compris les mélanges à l'exception de ceux du n°200819 : Mélanges","H2",2008.,6.,1.
"04200899",200899.,"Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.s. in heading no. 2008","Autres, y compris les mélanges à l'exception de ceux du n°200819 : Autres","H2",2008.,6.,1.
"042009",2009.,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants","H2",20.,4.,0.
"04200911",200911.,"Juice; orange, frozen, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter","Jus d'orange : Congelés","H2",2009.,6.,1.
"04200912",200912.,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus d'orange : Non congelés, d\[CloseCurlyQuote]une valeur Brix n\[CloseCurlyQuote]excédant pas 20","H2",2009.,6.,1.
"04200919",200919.,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus d'orange : Autres","H2",2009.,6.,1.
"04200921",200921.,"Juice; grapefruit, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter","Jus de pamplemousse ou de pomelo : D\[CloseCurlyQuote]une valeur Brix n\[CloseCurlyQuote]excédant pas 20","H2",2009.,6.,1.
"04200929",200929.,"Juice; grapefruit, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de pamplemousse ou de pomelo : Autres","H2",2009.,6.,1.
"04200931",200931.,"Juice; of single citrus fruit (excluding orange or grapefruit),of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de tout autre agrume : D\[CloseCurlyQuote]une valeur Brix n\[CloseCurlyQuote]excédant pas 20","H2",2009.,6.,1.
"04200939",200939.,"Juice; of single citrus fruit (excluding orange or grapefruit), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de tout autre agrume : Autres","H2",2009.,6.,1.
"04200941",200941.,"Juice; pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter","Jus d'ananas : D\[CloseCurlyQuote]une valeur Brix n\[CloseCurlyQuote]excédant pas 20","H2",2009.,6.,1.
"04200949",200949.,"Juice; pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus d'ananas : Autres","H2",2009.,6.,1.
"04200950",200950.,"Juice; tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de tomate","H2",2009.,6.,1.
"04200961",200961.,"Juice; grape, of a Brix value not exceeding 30, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter","Jus de raisin (y compris les moûts de raisin) : D\[CloseCurlyQuote]une valeur Brix n\[CloseCurlyQuote]excédant pas 30","H2",2009.,6.,1.
"04200969",200969.,"Juice; grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de raisin (y compris les moûts de raisin) : Autres","H2",2009.,6.,1.
"04200971",200971.,"Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter","Jus de pomme : D\[CloseCurlyQuote]une valeur Brix n\[CloseCurlyQuote]excédant pas 20","H2",2009.,6.,1.
"04200979",200979.,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de pomme : Autres","H2",2009.,6.,1.
"04200980",200980.,"Juice; of any single fruit or vegetable n.e.s. in heading no. 2009, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Jus de tout autre fruit ou légume","H2",2009.,6.,1.
"04200990",200990.,"Juices; mixtures, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","Mélanges de jus","H2",2009.,6.,1.
"0421",21.,"Miscellaneous edible preparations","Préparations alimentaires diverses","H2","TOTAL",2.,0.
"042101",2101.,"Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de café, thé ou maté ; chicorée torréfiée et autres succédanés torréfiés du café et leurs extraits, essences et concentrés","H2",21.,4.,0.
"04210111",210111.,"Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee","Extraits, essences et concentrés de café et préparations à base de ces extraits, essences ou concentrés ou à base de café : Extraits, essences et concentrés","H2",2101.,6.,1.
"04210112",210112.,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee","Extraits, essences et concentrés de café et préparations à base de ces extraits, essences ou concentrés ou à base de café : Préparations à base d'extraits, essences ou concentrés ou à base de café","H2",2101.,6.,1.
"04210120",210120.,"Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate","Extraits, essences et concentrés de thé ou de maté et préparations à base de ces extraits, essences ou concentrés ou à base de thé ou de maté","H2",2101.,6.,1.
"04210130",210130.,"Chicory, roasted and other roasted coffee substitutes; extracts, essences and concentrates thereof","Chicorée torréfiée et autres succédanés torréfiés du café et leurs extraits, essences et concentrés","H2",2101.,6.,1.
"042102",2102.,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading no. 3002); prepared baking powders","Levures (vivantes ou mortes) ; autres micro-organismes monocellulaires morts (à l'exclusion des vaccins du n°3002) ; poudres à lever préparées","H2",21.,4.,0.
"04210210",210210.,"Yeasts; active","Levures vivantes","H2",2102.,6.,1.
"04210220",210220.,"Yeasts; inactive, other single-cell micro-organisms, dead","Levures mortes ; autres micro-organismes monocellulaires morts","H2",2102.,6.,1.
"04210230",210230.,"Baking powders; prepared","Poudres à lever préparées","H2",2102.,6.,1.
"042103",2103.,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard","Préparations pour sauces et sauces préparées ; condiments et assaisonnements, composés ; farine de moutarde et moutarde préparée","H2",21.,4.,0.
"04210310",210310.,"Sauces; soya","Sauce de soja","H2",2103.,6.,1.
"04210320",210320.,"Sauces; tomato ketchup and other tomato sauces","« Tomato-ketchup » et autres sauces tomates","H2",2103.,6.,1.
"04210330",210330.,"Mustard flour and meal and prepared mustard","Farine de moutarde et moutarde préparée","H2",2103.,6.,1.
"04210390",210390.,"Sauces and preparations therefor; mixed condiments and mixed seasonings","Autres","H2",2103.,6.,1.
"042104",2104.,"Soups and broths and preparations therefor; homogenised composite food preparations","Préparations pour soupes, potages ou bouillons ; soupes, potages ou bouillons préparés ; préparations alimentaires composites homogénéisées","H2",21.,4.,0.
"04210410",210410.,"Soups and broths and preparations therefor","Préparations pour soupes, potages ou bouillons ; soupes, potages ou bouillons préparés","H2",2104.,6.,1.
"04210420",210420.,"Homogenised composite food preparations","Préparations alimentaires composites homogénéisées","H2",2104.,6.,1.
"042105",2105.,"Ice cream and other edible ice; whether or not containing cocoa","Glaces de consommation, même contenant du cacao","H2",21.,4.,0.
"04210500",210500.,"Ice cream and other edible ice; whether or not containing cocoa","Glaces de consommation, même contenant du cacao","H2",2105.,6.,1.
"042106",2106.,"Food preparations not elsewhere specified or included","Préparations alimentaires non dénommées ni comprises ailleurs","H2",21.,4.,0.
"04210610",210610.,"Protein; concentrates and textured protein substances","Concentrats de protéines et substances protéiques texturées","H2",2106.,6.,1.
"04210690",210690.,"Food preparations; n.e.s. in item no. 2106.10","Autres","H2",2106.,6.,1.
"0422",22.,"Beverages, spirits and vinegar","Boissons, liquides alcooliques et vinaigres","H2","TOTAL",2.,0.
"042201",2201.,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow","Eaux, y compris les eaux minérales naturelles ou artificielles et les eaux gazéifiées, non additionnées de sucre ou d'autres édulcorants ni aromatisées ; glace et neige","H2",22.,4.,0.
"04220110",220110.,"Waters; mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured)","Eaux minérales et eaux gazéifiées","H2",2201.,6.,1.
"04220190",220190.,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow","Autres","H2",2201.,6.,1.
"042202",2202.,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009","Eaux, y compris les eaux minérales et les eaux gazéifiées, additionnées de sucre ou d'autres édulcorants ou aromatisées, et autres boissons non alcooliques, à l'exclusion des jus de fruits ou de légumes du n°2009","H2",22.,4.,0.
"04220210",220210.,"Waters; including mineral and aerated, containing added sugar or other sweetening matter or flavoured","Eaux, y compris les eaux minérales et les eaux gazéifiées, additionnées de sucre ou d'autres édulcorants ou aromatisées","H2",2202.,6.,1.
"04220290",220290.,"Non-alcoholic beverages; n.e.s. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009","Autres","H2",2202.,6.,1.
"042203",2203.,"Beer made from malt","Bières de malt","H2",22.,4.,0.
"04220300",220300.,"Beer; made from malt","Bières de malt","H2",2203.,6.,1.
"042204",2204.,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009","Vins de raisins frais, y compris les vins enrichis en alcool ; moûts de raisin autres que ceux du n°2009","H2",22.,4.,0.
"04220410",220410.,"Wine; sparkling","Vins mousseux","H2",2204.,6.,1.
"04220421",220421.,"Wine; still, in containers holding 2 litres or less","Autres vins ; moûts de raisin dont la fermentation a été empêchée ou arrêtée par addition d'alcool : En récipients d'une contenance n'excédant pas 2 l","H2",2204.,6.,1.
"04220429",220429.,"Wine; still, in containers holding more than 2 litres","Autres vins ; moûts de raisin dont la fermentation a été empêchée ou arrêtée par addition d'alcool : Autres","H2",2204.,6.,1.
"04220430",220430.,"Grape must; n.e.s. in heading no. 2009, n.e.s. in item no. 2204.2","Autres moûts de raisin","H2",2204.,6.,1.
"042205",2205.,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances","Vermouths et autres vins de raisins frais préparés à l'aide de plantes ou de substances aromatiques","H2",22.,4.,0.
"04220510",220510.,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less","En récipients d'une contenance n'excédant pas 2 l","H2",2205.,6.,1.
"04220590",220590.,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres","Autres","H2",2205.,6.,1.
"042206",2206.,"Fermented beverages, n.e.s. in chapter 22; (eg cider, perry, mead)","Autres boissons fermentées (cidre, poiré, hydromel, par exemple) ; mélanges de boissons fermentées et mélanges de boissons fermentées et de boissons non alcooliques, non dénommés ni compris ailleurs","H2",22.,4.,0.
"04220600",220600.,"Beverages, fermented; (eg cider, perry, mead)","Autres boissons fermentées (cidre, poiré, hydromel, par exemple) ; mélanges de boissons fermentées et mélanges de boissons fermentées et de boissons non alcooliques, non dénommés ni compris ailleurs","H2",2206.,6.,1.
"042207",2207.,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus ; alcool éthylique et eaux-devie dénaturés de tous titres","H2",22.,4.,0.
"04220710",220710.,"Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","H2",2207.,6.,1.
"04220720",220720.,"Ethyl alcohol and other spirits; denatured, of any strength","Alcool éthylique et eaux-de-vie dénaturés de tous titres","H2",2207.,6.,1.
"042208",2208.,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol ; eaux-de-vie, liqueurs et autres boissons spiritueuses","H2",22.,4.,0.
"04220820",220820.,"Spirits obtained by distilling grape wine or grape marc","Eaux-de-vie de vin ou de marc de raisin","H2",2208.,6.,1.
"04220830",220830.,"Whiskies","Whiskies","H2",2208.,6.,1.
"04220840",220840.,"Rum and tafia","Rhum et tafia","H2",2208.,6.,1.
"04220850",220850.,"Gin and geneva","Gin et genièvre","H2",2208.,6.,1.
"04220860",220860.,"Vodka","Vodka","H2",2208.,6.,1.
"04220870",220870.,"Liqueurs and cordials","Liqueurs","H2",2208.,6.,1.
"04220890",220890.,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208","Autres","H2",2208.,6.,1.
"042209",2209.,"Vinegar and substitutes for vinegar obtained from acetic acid","Vinaigres comestibles et succédanés de vinaigre comestibles obtenus à partir d'acide acétique","H2",22.,4.,0.
"04220900",220900.,"Vinegar and substitutes for vinegar; obtained from acetic acid","Vinaigres comestibles et succédanés de vinaigre comestibles obtenus à partir d'acide acétique","H2",2209.,6.,1.
"0423",23.,"Food industries, residues and wastes thereof; prepared animal fodder","Résidus et déchets des industries alimentaires ; aliments préparés pour animaux","H2","TOTAL",2.,0.
"042301",2301.,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves","Farines, poudres et agglomérés sous forme de pellets, de viandes, d'abats, de poissons ou de crustacés, de mollusques ou d'autres invertébrés aquatiques, impropres à l'alimentation humaine ; cretons","H2",23.,4.,0.
"04230110",230110.,"Flours, meals and pellets; of meat or meat offal, greaves","Farines, poudres et agglomérés sous forme de pellets, de viandes ou d'abats ; cretons","H2",2301.,6.,1.
"04230120",230120.,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates","Farines, poudres et agglomérés sous forme de pellets, de poissons ou de crustacés, de mollusques ou d'autres invertébrés aquatiques","H2",2301.,6.,1.
"042302",2302.,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants","Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements des céréales ou des légumineuses","H2",23.,4.,0.
"04230210",230210.,"Bran, sharps and other residues; of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","De maïs","H2",2302.,6.,1.
"04230220",230220.,"Bran, sharps and other residues; of rice, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","De riz","H2",2302.,6.,1.
"04230230",230230.,"Bran, sharps and other residues; of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","De froment","H2",2302.,6.,1.
"04230240",230240.,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","D'autres céréales","H2",2302.,6.,1.
"04230250",230250.,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","De légumineuses","H2",2302.,6.,1.
"042303",2303.,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets","Résidus d'amidonnerie et résidus similaires, pulpes de betteraves, bagasses de cannes à sucre et autres déchets de sucrerie, drêches et déchets de brasserie ou de distillerie, même agglomérés sous forme de pellets","H2",23.,4.,0.
"04230310",230310.,"Residues of starch manufacture and similar residues; whether or not in the form of pellets","Résidus d'amidonnerie et résidus similaires","H2",2303.,6.,1.
"04230320",230320.,"Beet-pulp, bagasse and other waste of sugar manufacture; whether or not in the form of pellets","Pulpes de betteraves, bagasses de cannes à sucre et autres déchets de sucrerie","H2",2303.,6.,1.
"04230330",230330.,"Brewing or distilling dregs and waste; whether or not in the form of pellets","Drêches et déchets de brasserie ou de distillerie","H2",2303.,6.,1.
"042304",2304.,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil","Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction de l'huile de soja","H2",23.,4.,0.
"04230400",230400.,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil","Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction de l'huile de soja","H2",2304.,6.,1.
