"Code 4-digit","Section Code","Part 2-digit","Part 4-digit","Product Name","Nom du produit"
"2511","Type 5","25","11","Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816","Sulfate de baryum naturel (barytine) ; carbonate de baryum naturel (withérite), même calciné, à l'exclusion de l'oxyde de baryum du n°2816"
"2512","Type 5","25","12","Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less","Farines siliceuses fossiles (kieselguhr, tripolite, diatomite, par exemple) et autres terres siliceuses analogues, d'une densité apparente n'excédant pas 1, même calcinées"
"2513","Type 5","25","13","Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated","Pierre ponce ; émeri ; corindon naturel, grenat naturel et autres abrasifs naturels, même traités thermiquement"
"2514","Type 5","25","14","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","Ardoise, même dégrossie ou simplement débitée, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire"
"2515","Type 5","25","15","Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape","Marbres, travertins, écaussines et autres pierres calcaires de taille ou de construction d'une densité apparente égale ou supérieure à 2,5, et albâtre, même dégrossis ou simplement débités, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire"
"2516","Type 5","25","16","Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape","Granit, porphyre, basalte, grès et autres pierres de taille ou de construction, même dégrossis ou simplement débités, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire"
"2517","Type 5","25","17","Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516","Cailloux, graviers, pierres concassées, des types généralement utilisés pour le bétonnage ou pour l'empierrement des routes, des voies ferrées ou autres ballasts, galets et silex, même traités thermiquement ; macadam de laitier, de scories ou de déchets industriels similaires, même comprenant des matières reprises dans la première partie du libellé ; tarmacadam ; granules, éclats et poudres de pierres des n°2515 ou 2516, même traités thermiquement"
"2518","Type 5","25","18","Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix","Dolomie, même frittée ou calcinée ; y compris la dolomie dégrossie ou simplement débitée, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire ; pisé de dolomie"
"2519","Type 5","25","19","Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not","Carbonate de magnésium naturel (magnésite) ; magnésie électrofondue ; magnésie calcinée à mort (frittée), même contenant de faibles quantités d'autres oxydes ajoutés avant le frittage ; autre oxyde de magnésium, même pur"
"2520","Type 5","25","20","Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders","Gypse ; anhydrite ; plâtres, même colorés ou additionnés de faibles quantités d'accélérateurs ou de retardateurs"
"2521","Type 5","25","21","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","Castines ; pierres à chaux ou à ciment"
"2522","Type 5","25","22","Quicklime, slaked lime and hydraulic lime; other than calcium oxide and hydroxide of heading no. 2825","Chaux vive, chaux éteinte et chaux hydraulique, à l'exclusion de l'oxyde et de l'hydroxyde de calcium du n°2825"
"2523","Type 5","25","23","Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers","Ciments hydrauliques (y compris les ciments non pulvérisés dits « clinkers »), même colorés"
"2524","Type 5","25","24","Asbestos","Amiante (asbeste)"
"2525","Type 5","25","25","Mica, including splittings; mica waste","Mica, y compris le mica clivé en lamelles irrégulières (« splittings ») ; déchets de mica"
"2526","Type 5","25","26","Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","Stéatite naturelle, même dégrossie ou simplement débitée par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire ; talc"
"2528","Type 5","25","28","Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight","Borates naturels et leurs concentrés (même calcinés), à l'exclusion des borates extraits des saumures naturelles ; acide borique naturel titrant au maximum 85 % de H3BO3 sur produit sec"
"2529","Type 5","25","29","Feldspar; leucite; nepheline and nepheline syenite; fluorspar","Feldspath ; leucite ; néphéline et néphéline syénite ; spath fluor"
"2530","Type 5","25","30","Mineral substances not elsewhere specified or included","Matières minérales non dénommées ni comprises ailleurs"
"2601","Type 5","26","01","Iron ores and concentrates; including roasted iron pyrites","Minerais de fer et leurs concentrés, y compris les pyrites de fer grillées (cendres de pyrites)"
"2602","Type 5","26","02","Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight","Minerais de manganèse et leurs concentrés, y compris les minerais de manganèse ferrugineux et leurs concentrés d'une teneur en manganèse de 20 % ou plus en poids, sur produit sec"
"2603","Type 5","26","03","Copper ores and concentrates","Minerais de cuivre et leurs concentrés"
"2604","Type 5","26","04","Nickel ores and concentrates","Minerais de nickel et leurs concentrés"
"2605","Type 5","26","05","Cobalt ores and concentrates","Minerais de cobalt et leurs concentrés"
"2606","Type 5","26","06","Aluminium ores and concentrates","Minerais d'aluminium et leurs concentrés"
"2607","Type 5","26","07","Lead ores and concentrates","Minerais de plomb et leurs concentrés"
"2608","Type 5","26","08","Zinc ores and concentrates","Minerais de zinc et leurs concentrés"
"2609","Type 5","26","09","Tin ores and concentrates","Minerais d'étain et leurs concentrés"
"2610","Type 5","26","10","Chromium ores and concentrates","Minerais de chrome et leurs concentrés"
"2611","Type 5","26","11","Tungsten ores and concentrates","Minerais de tungstène et leurs concentrés"
"2612","Type 5","26","12","Uranium or thorium ores and concentrates","Minerais d'uranium ou de thorium et leurs concentrés"
"2613","Type 5","26","13","Molybdenum ores and concentrates","Minerais de molybdène et leurs concentrés"
"2614","Type 5","26","14","Titanium ores and concentrates","Minerais de titane et leurs concentrés"
"2615","Type 5","26","15","Niobium, tantalum, vanadium or zirconium ores and concentrates","Minerais de niobium, de tantale, de vanadium ou de zirconium et leurs concentrés"
"2616","Type 5","26","16","Precious metal ores and concentrates","Minerais de métaux précieux et leurs concentrés"
"2617","Type 5","26","17","Ores and concentrates; n.e.c. in heading no. 2601","Autres minerais et leurs concentrés"
"2618","Type 5","26","18","Granulated slag (slag sand) from the manufacture of iron or steel","Laitier granulé (sable-laitier) provenant de la fabrication de la fonte, du fer ou de l'acier"
"2619","Type 5","26","19","Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel","Scories, laitiers (autres que le laitier granulé), battitures et autres déchets de la fabrication de la fonte, du fer ou de l'acier"
"2620","Type 5","26","20","Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds","Scories, cendres et résidus (autres que ceux provenant de la fabrication de la fonte, du fer ou de l'acier) contenant des métaux, de l'arsenic ou leurs composés"
"2621","Type 5","26","21","Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste","Autres scories et cendres, y compris les cendres de varech ; cendres et résidus provenant de l'incinération des déchets municipaux"
"2701","Type 5","27","01","Coal; briquettes, ovoids and similar solid fuels manufactured from coal","Houilles ; briquettes, boulets et combustibles solides similaires obtenus à partir de la houille"
"2702","Type 5","27","02","Lignite; whether or not agglomerated, excluding jet","Lignites, même agglomérés, à l' exclusion du jais"
"2703","Type 5","27","03","Peat; (including peat litter), whether or not agglomerated","Tourbe (y compris la tourbe pour litière), même agglomérée"
"2704","Type 5","27","04","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","Cokes et semi-cokes de houille, de lignite ou de tourbe, même agglomérés ; charbon de cornue"
"2705","Type 5","27","05","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","Gaz de houille, gaz à l'eau, gaz pauvre et gaz similaires, à l'exclusion des gaz de pétrole et autres hydrocarbures gazeux"
"2706","Type 5","27","06","Tar distilled from coal, from lignite, peat and other mineral tars, whether or not dehydrated or partially distilled; including reconstituted tars","Goudrons de houille, de lignite ou de tourbe et autres goudrons minéraux, même déshydratés ou étêtés, y compris les goudrons reconstitués"
"2707","Type 5","27","07","Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents","Huiles et autres produits provenant de la distillation des goudrons de houille de haute température ; produits analogues dans lesquels les constituants aromatiques prédominent en poids par rapport aux constituants non aromatiques"
"2708","Type 5","27","08","Pitch and pitch coke; obtained from coal tar or from other mineral tars","Brai et coke de brai de goudron de houille ou d'autres goudrons minéraux"
"2709","Type 5","27","09","Petroleum oils and oils obtained from bituminous minerals; crude","Huiles brutes de pétrole ou de minéraux bitumineux"
"2710","Type 5","27","10","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","Huiles de pétrole ou de minéraux bitumineux, autres que les huiles brutes ; préparations non dénommées ni comprises ailleurs, contenant en poids 70 % ou plus d'huiles de pétrole ou de minéraux bitumineux et dont ces huiles constituent l'élément de base ; déchets d'huiles"
"2711","Type 5","27","11","Petroleum gases and other gaseous hydrocarbons","Gaz de pétrole et autres hydrocarbures gazeux"
"2712","Type 5","27","12","Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not","Vaseline ; paraffine, cire de pétrole micro-cristalline, « slack wax », ozokérite, cire de lignite, cire de tourbe, autres cires minérales et produits similaires obtenus par synthèse ou par d'autres procédés, même colorés"
"2713","Type 5","27","13","Petroleum coke, petroleum bitumen; other residues of petroleum oils or oils obtained from bituminous minerals","Coke de pétrole, bitume de pétrole et autres résidus des huiles de pétrole ou de minéraux bitumineux"
"2714","Type 5","27","14","Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks","Bitumes et asphaltes, naturels ; schistes et sables bitumineux ; asphaltites et roches asphaltiques"
"2715","Type 5","27","15","Bituminous mixtures based on natural asphalt; on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bituminous mastics, cut-backs)","Mélanges bitumineux à base d'asphalte ou de bitume naturels, de bitume de pétrole, de goudron minéral ou de brai de goudron minéral (mastics bitumineux, « cut-backs », par exemple)"
"2716","Type 5","27","16","Electrical energy","Energie électrique (position facultative)"
"2801","Type 6","28","01","Fluorine, chlorine, bromine and iodine","Fluor, chlore, brome et iode."
"2802","Type 6","28","02","Sulphur; sublimed or precipitated, colloidal sulphur","Soufre sublimé ou précipité ; soufre colloïdal"
"2803","Type 6","28","03","Carbon; carbon blacks and other forms of carbon n.e.c.","Carbone (noirs de carbone et autres formes de carbone non dénommées ni comprises ailleurs)"
"2804","Type 6","28","04","Hydrogen, rare gases and other non-metals","Hydrogène, gaz rares et autres éléments non métalliques"
"2805","Type 6","28","05","Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury","Métaux alcalins ou alcalino-terreux ; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux ; mercure"
"2806","Type 6","28","06","Hydrogen chloride (hydrochloric acid); chlorosulphuric acid","Chlorure d'hydrogène (acide chlorhydrique) ; acide chlorosulfurique"
"2807","Type 6","28","07","Sulphuric acid; oleum","Acide sulfurique ; oléum"
"2808","Type 6","28","08","Nitric acid; sulphonitric acids","Acide nitrique ; acides sulfonitriques"
"2809","Type 6","28","09","Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids","Pentaoxyde de diphosphore ; acide phosphorique ; acides polyphosphoriques, de constitution chimique définie ou non"
"2810","Type 6","28","10","Oxides of boron; boric acids","Oxydes de bore ; acides boriques"
"2811","Type 6","28","11","Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810","Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques"
"2812","Type 6","28","12","Halides and halide oxides of non-metals","Halogénures et oxyhalogénures des éléments non métalliques"
"2813","Type 6","28","13","Sulphides of non-metals; commercial phosphorus trisulphide","Sulfures des éléments non métalliques ; trisulfure de phosphore du commerce"
"2814","Type 6","28","14","Ammonia; anhydrous or in aqueous solution","Ammoniac anhydre ou en solution aqueuse (ammoniaque)"
"2815","Type 6","28","15","Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium","Hydroxyde de sodium (soude caustique) ; hydroxyde de potassium (potasse caustique) ; peroxydes de sodium ou de potassium"
"2816","Type 6","28","16","Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium","Hydroxyde et peroxyde de magnésium ; oxydes, hydroxydes et peroxydes, de strontium ou de baryum"
"2817","Type 6","28","17","Zinc; oxide and peroxide","Oxyde de zinc ; peroxyde de zinc"
"2818","Type 6","28","18","Aluminium oxide (including artificial corundum); aluminium hydroxide","Corindon artificiel, chimiquement défini ou non ; oxyde d'aluminium ; hydroxyde d'aluminium"
"2819","Type 6","28","19","Chromium oxides and hydroxides","Oxydes et hydroxydes de chrome"
"2820","Type 6","28","20","Manganese oxides","Oxydes de manganèse"
"2821","Type 6","28","21","Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2o3","Oxydes et hydroxydes de fer ; terres colorantes contenant en poids 70 % ou plus de fer combiné évalué en Fe2O3"
"2822","Type 6","28","22","Cobalt oxides and hydroxides; commercial cobalt oxides","Oxydes et hydroxydes de cobalt ; oxydes de cobalt du commerce"
"2823","Type 6","28","23","Titanium oxides","Oxydes de titane"
"2824","Type 6","28","24","Lead oxides; red lead and orange lead","Oxydes de plomb ; minium et mine orange"
"2825","Type 6","28","25","Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides","Hydrazine et hydroxylamine et leurs sels inorganiques ; autres bases inorganiques ; autres oxydes, hydroxydes et peroxydes de métaux"
"2826","Type 6","28","26","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts","Fluorures ; fluorosilicates, fluoroaluminates et autres sels complexes de fluor"
"2827","Type 6","28","27","Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides","Chlorures, oxychlorures et hydroxychlorures ; bromures et oxybromures ; iodures et oxyiodures"
"2828","Type 6","28","28","Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites","Hypochlorites ; hypochlorite de calcium du commerce ; chlorites ; hypobromites"
"2829","Type 6","28","29","Chlorates and perchlorates; bromates and perbromates; iodates and periodates","Chlorates et perchlorates ; bromates et perbromates ; iodates et periodates"
"2830","Type 6","28","30","Sulphides; polysulphides whether or not chemically defined","Sulfures ; polysulfures, de constitution chimique définie ou non"
"2831","Type 6","28","31","Dithionites and sulphoxylates","Dithionites et sulfoxylates"
"2832","Type 6","28","32","Sulphites; thiosulphates","Sulfites ; thiosulfates"
"2833","Type 6","28","33","Sulphates; alums; peroxosulphates (persulphates)","Sulfates ; aluns ; peroxosulfates (persulfates)"
"2834","Type 6","28","34","Nitrites; nitrates","Nitrites ; nitrates"
"2835","Type 6","28","35","Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined","Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates ; polyphosphates, de constitution chimique définie ou non"
"2836","Type 6","28","36","Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate","Carbonates ; peroxocarbonates (percarbonates) ; carbonate d'ammonium du commerce contenant du carbamate d'ammonium"
"2837","Type 6","28","37","Cyanides, cyanide oxides and complex cyanides","Cyanures, oxycyanures et cyanures complexes"
"2839","Type 6","28","39","Silicates; commercial alkali metal silicates","Silicates ; silicates des métaux alcalins du commerce"
"2840","Type 6","28","40","Borates; peroxoborates (perborates)","Borates ; peroxoborates (perborates)"
"2841","Type 6","28","41","Salts of oxometallic or peroxometallic acids","Sels des acides oxométalliques ou peroxométalliques"
"2842","Type 6","28","42","Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides","Autres sels des acides ou peroxoacides inorganiques (y compris les aluminosilicates de constitution chimique définie ou non), autres que les azotures"
"2843","Type 6","28","43","Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals","Métaux précieux à l'état colloïdal ; composés inorganiques ou organiques de métaux précieux, de constitution chimique définie ou non ; amalgames de métaux précieux."
"2844","Type 6","28","44","Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes); and their compounds; mixtures and residues containing these products","Eléments chimiques radioactifs et isotopes radioactifs (y compris les éléments chimiques et isotopes fissiles ou fertiles) et leurs composés ; mélanges et résidus contenant ces produits"
"2845","Type 6","28","45","Isotopes other than those of heading no. 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined","Isotopes autres que ceux du n°28.44 ; leurs composés inorganiques ou organiques, de constitution chimique définie ou non"
"2846","Type 6","28","46","Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals","Composés, inorganiques ou organiques, des métaux des terres rares, de l'yttrium ou du scandium ou des mélanges de ces métaux"
"2847","Type 6","28","47","Hydrogen peroxide; whether or not solidified with urea","Peroxyde d'hydrogène (eau oxygénée) même solidifié avec de l'urée"
"2848","Type 6","28","48","Phosphides; whether or not chemically defined, excluding ferrophosphorus","Phosphures, de constitution chimique définie ou non, à l'exclusion des ferrophosphores"
"2849","Type 6","28","49","Carbides, whether or not chemically defined","Carbures, de constitution chimique définie ou non"
"2850","Type 6","28","50","Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849","Hydrures, nitrures, azotures, siliciures et borures, de constitution chimique définie ou non, autres que les composés qui constituent également des carbures du n°2849"
"2852","Type 6","28","52","Inorganic or organic compounds of mercury, excluding amalgams, whether or not chemically defined","Composés inorganiques ou organiques du mercure, de constitution chimique définie ou non, à l'exclusion des amalgames"
"2853","Type 6","28","53","Inorganic compounds n.e.c. (including distilled or conductivity water and water of similar purity); liquid air (rare gases removed or not); compressed air; amalgams, other than precious metal amalgams","Autres composés inorganiques (y compris les eaux distillées, de conductibilité ou de même degré de pureté) ; air liquide (y compris l'air liquide dont les gaz rares ont été éliminés) ; air comprimé ; amalgames autres que de métaux précieux"
"2901","Type 6","29","01","Acyclic hydrocarbons","Hydrocarbures acycliques"
"2902","Type 6","29","02","Cyclic hydrocarbons","Hydrocarbures cycliques"
"2903","Type 6","29","03","Halogenated derivatives of hydrocarbons","Dérivés halogénés des hydrocarbures"
"2904","Type 6","29","04","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons; whether or not halogenated","Dérivés sulfonés, nitrés ou nitrosés des hydrocarbures, même halogénés"
"2905","Type 6","29","05","Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Alcools acycliques et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2906","Type 6","29","06","Alcohols; cyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Alcools cycliques et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2907","Type 6","29","07","Phenols; monophenols, polyphenols, and phenol-alcohols","Phénols ; phénols-alcools"
"2908","Type 6","29","08","Phenols or phenol-alcohols; halogenated, sulphonated, nitrated or nitrosated derivatives","Dérivés halogénés, sulfonés, nitrés ou nitrosés des phénols ou des phénols-alcools"
"2909","Type 6","29","09","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative","Ethers, éthers-alcools, éthers-phénols, éthers-alcools-phénols, peroxydes d'alcools, peroxydes d'éthers, peroxydes de cétones (de constitution chimique définie ou non), et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2910","Type 6","29","10","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives","Epoxydes, époxy-alcools, époxy-phénols et époxy-éthers, avec trois atomes dans le cycle, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2911","Type 6","29","11","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives","Acétals et hémi-acétals, même contenant d'autres fonctions oxygénées, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2912","Type 6","29","12","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde","Aldéhydes, même contenant d'autres fonctions oxygénées ; polymères cycliques des aldéhydes ; paraformaldéhyde."
"2913","Type 6","29","13","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Dérivés halogénés, sulfonés, nitrés ou nitrosés des produits du n°2912"
"2914","Type 6","29","14","Ketones and quinones; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives","Cétones et quinones, même contenant d'autres fonctions oxygénées, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2915","Type 6","29","15","Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides monocarboxyliques acycliques saturés et leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2916","Type 6","29","16","Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides monocarboxyliques acycliques non saturés et acides monocarboxyliques cycliques, leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2917","Type 6","29","17","Acids; polycarboxylic acids, their anhydrides, halides, peroxides and peroxy-acids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides polycarboxyliques, leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2918","Type 6","29","18","Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives","Acides carboxyliques contenant des fonctions oxygénées supplémentaires et leurs anhydrides, halogénures, peroxydes et peroxyacides ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2919","Type 6","29","19","Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives","Esters phosphoriques et leurs sels, y compris les lactophosphates ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2920","Type 6","29","20","Esters of other inorganic acids of non-metals (other than of hydrogen halides) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives","Esters des autres acides inorganiques des non-métaux (à l'exclusion des esters des halogénures d'hydrogène) et leurs sels ; leurs dérivés halogénés, sulfonés, nitrés ou nitrosés"
"2921","Type 6","29","21","Amine-function compounds","Composés à fonction amine"
"2922","Type 6","29","22","Oxygen-function amino-compounds","Composés aminés à fonctions oxygénées"
"2923","Type 6","29","23","Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined","Sels et hydroxydes d'ammonium quaternaires ; lécithines et autres phosphoaminolipides, de constitution chimique définie ou non"
"2924","Type 6","29","24","Carboxyamide-function compounds; amide-function compounds of carbonic acid","Composés à fonction carboxyamide ; composés à fonction amide de l'acide carbonique"
"2925","Type 6","29","25","Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds","Composés à fonction carboxyimide (y compris la saccharine et ses sels) ou à fonction imine"
"2926","Type 6","29","26","Nitrile-function compounds","Composés à fonction nitrile"
"2927","Type 6","29","27","Diazo-, azo- or azoxy-compounds","Composés diazoïques, azoïques ou azoxyques"
"2928","Type 6","29","28","Organic derivatives of hydrazine or of hydroxylamine","Dérivés organiques de l'hydrazine ou de l'hydroxylamine"
"2929","Type 6","29","29","Nitrogen-function compounds, n.e.c. in chapter 29","Composés à autres fonctions azotées"
"2930","Type 6","29","30","Organo-sulphur compounds","Thiocomposés organiques"
"2931","Type 6","29","31","Other organo-inorganic compounds","Autres composés organo-inorganiques"
"2932","Type 6","29","32","Heterocyclic compounds with oxygen hetero-atom(s) only","Composés hétérocycliques à hétéroatome(s) d'oxygène exclusivement"
"2933","Type 6","29","33","Heterocyclic compounds with nitrogen hetero-atom(s) only","Composés hétérocycliques à hétéroatome(s) d'azote exclusivement"
"2934","Type 6","29","34","Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds","Acides nucléiques et leurs sels, de constitution chimique définie ou non ; autres composés hétérocycliques."
"2935","Type 6","29","35","Sulphonamides","Sulfonamides"
"2936","Type 6","29","36","Provitamins, vitamins; natural or reproduced by synthesis (including natural concentrates) derivatives thereof used as vitamins, and intermixtures of the fore-going, whether or not in any solvent","Provitamines et vitamines, naturelles ou reproduites par synthèse (y compris les concentrats naturels), ainsi que leurs dérivés utilisés principalement en tant que vitamines, mélangés ou non entre eux, même en solutions quelconques"
"2937","Type 6","29","37","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.","Hormones, prostaglandines, thromboxanes et leucotriènes, naturels ou reproduits par synthèse ; leurs dérivés et analogues structurels, y compris les polypeptides à chaîne modifiée, utilisés principalement comme hormones"
"2938","Type 6","29","38","Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","Hétérosides, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés"
"2939","Type 6","29","39","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","Alcaloïdes végétaux, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés"
"2940","Type 6","29","40","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Sucres chimiquement purs, à l'exception du saccharose, du lactose, du maltose, du glucose et du fructose (lévulose) ; éthers, acétals et esters de sucres et leurs sels, autres que les produits des n°2937, 2938 et 2939"
"2941","Type 6","29","41","Antibiotics","Antibiotiques"
"2942","Type 6","29","42","Organic compounds; n.e.c. in chapter 29","Autres composés organiques"
"3001","Type 6","30","01","Glands and other organs (extracts, secretions thereof) for organo-therapeutic uses, dried, powdered or not; heparin and its salts; other human or animal substances for therapeutic or prophylactic uses n.e.c.","Glandes et autres organes à usages opothérapiques, à l'état desséché, même pulvérisés ; extraits, à usages opothérapiques, de glandes ou d'autres organes ou de leurs sécrétions ; héparine et ses sels ; autres substances humaines ou animales préparées à des fins thérapeutiques ou prophylactiques non dénommées ni comprises ailleurs"
"3002","Type 6","30","02","Human blood; animal blood for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions, immunological products, modified or obtained by biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) etc","Sang humain ; sang animal préparé en vue d'usages thérapeutiques, prophylactiques ou de diagnostic ; antisérums, autres fractions du sang et produits immunologiques, même modifiés ou obtenus par voie biotechnologique ; vaccins, toxines, cultures de micro-organismes (à l'exclusion des levures) et produits similaires"
